Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
admission serum ionized and total calcium as new predictors of mortality in patients with cardiogenic shock,08,04,2021,BioMed research international,2021,,2314-6141,Yue,Yu,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",Jingwen,Yu,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",Renqi,Yao,"Translational Medicine Research Center, Fourth Medical Center and Medical Innovation Research Division of the Chinese PLA General Hospital, Beijing 100048, China.",Pei,Wang,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",Yufeng,Zhang,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",Jian,Xiao,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",Zhinong,Wang,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generation of realistic synthetic validation healthcare datasets using generative adversarial networks,26,06,2020,Studies in health technology and informatics,272,,1879-8365,Eda,Bilici Ozyigit,"Institute of Digital Healthcare, WMG, University of Warwick, UK.",Theodoros N,Arvanitis,"Institute of Digital Healthcare, WMG, University of Warwick, UK.",George,Despotou,"Institute of Digital Healthcare, WMG, University of Warwick, UK.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"embedding, aligning and reconstructing clinical notes to explore sepsis",14,04,2021,BMC research notes,14,1,1756-0500,Xudong,Zhu,"Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University, Shanghai, China.",Joseph M,Plasek,"Division of General Internal Medicine and Primary Care, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, USA.",Chunlei,Tang,"Division of General Internal Medicine and Primary Care, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, USA.",Wasim,Al-Assad,"Division of General Internal Medicine and Primary Care, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, USA.",Zhikun,Zhang,"Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University, Shanghai, China.",Yun,Xiong,"Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University, Shanghai, China.",Liqin,Wang,"Division of General Internal Medicine and Primary Care, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, USA.",Sharmitha,Yerneni,"Division of General Internal Medicine and Primary Care, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, USA.",Carlos,Ortega,"Division of General Internal Medicine and Primary Care, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, USA.",Min-Jeoung,Kang,"Division of General Internal Medicine and Primary Care, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, USA. kangmj@catholic.ac.kr.",Li,Zhou,"Division of General Internal Medicine and Primary Care, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, USA.",David W,Bates,"Division of General Internal Medicine and Primary Care, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, USA.",Patricia C,Dykes,"Division of General Internal Medicine and Primary Care, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analysis of diseases distribution in medical information mart for intensive care iii database,XX,06,2018,Zhonghua wei zhong bing ji jiu yi xue,30,6,2095-4352,Yong,Fan,"Department of Biomedical Engineering and Maintenance Center, Chinese PLA General Hospital, Beijing 100853, China (Fan Y, Li PY, Zhang ZB, Cao DS); Department of Emergency, Chinese PLA General Hospital, Beijing 100853, China (Zhao YZ, Jia LJ, Li KY, Feng C, Pan F, Li TS); Medical Information Center, Chinese PLA General Hospital, Beijing 100853, China (Zhang ZB); School of Biological Science and Medical Engineering, Beihang University, Beijing 100191, China (Liu XL). Corresponding author: Zhang Zhengbo, Email: zhengbozhang@126.com.",Yuzhuo,Zhao,,Peiyao,Li,,Xiaoli,Liu,,Lijing,Jia,,Kaiyuan,Li,,Cong,Feng,,Fei,Pan,,Tanshi,Li,,Zhengbo,Zhang,,Desen,Cao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthesizing electronic health records using improved generative adversarial networks,01,03,2019,Journal of the American Medical Informatics Association : JAMIA,26,3,1527-974X,Mrinal Kanti,Baowaly,"Social Networks and Human-Centered Computing, Taiwan International Graduate Program, Institute of Information Science, Academia Sinica, Taipei, Taiwan.",Chia-Ching,Lin,"Graduate Institute of Electrical Engineering, National Taiwan University, Taipei, Taiwan.",Chao-Lin,Liu,"Department of Computer Science, National Chengchi University, Taipei, Taiwan.",Kuan-Ta,Chen,"Institute of Information Science, Academia Sinica, Taipei, Taiwan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
discriminative and distinct phenotyping by constrained tensor factorization,25,04,2017,Scientific reports,7,1,2045-2322,Yejin,Kim,"Department of Creative IT Engineering, Pohang University of Science and Technology, Pohang, Korea.",Robert,El-Kareh,"Department of Biomedical Informatics, UC San Diego, La Jolla, CA, United States.",Jimeng,Sun,"School of Computational Science and Engineering, Georgia Institute of Technology, Atlanta, GA, United States.",Hwanjo,Yu,"Department of Computer Science and Engineering, Pohang University of Science and Technology, Pohang, Korea. hwanjoyu@postech.ac.kr.",Xiaoqian,Jiang,"Department of Biomedical Informatics, UC San Diego, La Jolla, CA, United States. x1jiang@ucsd.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the effect of signal quality on six cardiac output estimators,01,01,2009,Computers in cardiology,2009,36,0276-6574,T,Chen,"Massachusetts Institute of Technology (MIT), Cambridge, MA 02139, USA.",Gd,Clifford,,Rg,Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive association between systemic immune-inflammatory index and mortality of cardiogenic shock,09,10,2020,Clinica chimica acta; international journal of clinical chemistry,511,,1873-3492,Yangpei,Peng,"Department of Nephrology, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Xueyuanxi Road, No 109, Wenzhou 325000, Zhejiang, China.",Wenwen,Huang,"Department of Nephrology, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Xueyuanxi Road, No 109, Wenzhou 325000, Zhejiang, China.",Zhen,Shi,"Department of Nephrology, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Xueyuanxi Road, No 109, Wenzhou 325000, Zhejiang, China.",Yaohui,Chen,"Department of Nephrology, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Xueyuanxi Road, No 109, Wenzhou 325000, Zhejiang, China.",Jun,Ma,"Department of Cardiology, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Xueyuanxi Road, No 109, Wenzhou 325000, Zhejiang, China. Electronic address: henrymajun@163.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sentiment in nursing notes as an indicator of out-of-hospital mortality in intensive care patients,07,06,2018,PloS one,13,6,1932-6203,Ian E R,Waudby-Smith,"Department of Statistics and Actuarial Science, University of Waterloo, Waterloo, Ontario, Canada.",Nam,Tran,"Health Data Science Lab, School of Public Health and Health Systems, University of Waterloo, Waterloo, Ontario, Canada.",Joel A,Dubin,"Department of Statistics and Actuarial Science, University of Waterloo, Waterloo, Ontario, Canada.",Joon,Lee,"Health Data Science Lab, School of Public Health and Health Systems, University of Waterloo, Waterloo, Ontario, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the association between neutrophil-to-lymphocyte count ratio and mortality in septic patients: a retrospective analysis of the mimic-iii database,XX,05,2020,Journal of thoracic disease,12,5,2072-1439,Weiyan,Ye,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",Xiaoli,Chen,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",Yongbo,Huang,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",Yuchong,Li,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",Yonghao,Xu,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",Zhenting,Liang,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",Danlin,Wu,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",Xiaoqing,Liu,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",Yimin,Li,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multimodal temporal-clinical note network for mortality prediction,15,02,2021,Journal of biomedical semantics,12,1,2041-1480,Haiyang,Yang,"School of Computer Science and Engineering, Central South University, Changsha, 410083, China.",Li,Kuang,"School of Computer Science and Engineering, Central South University, Changsha, 410083, China. kuangli@csu.edu.cn.",FengQiang,Xia,"Changsha Hospital of Hunan Normal University, Changsha, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-nitro-3-deaza-2'-deoxyadenosine as a versatile photocleavable 2'-deoxyadenosine mimic,11,08,2004,Journal of the American Chemical Society,126,31,0002-7863,Caroline,Crey-Desbiolles,"LEDSS, UMR5616 CNRS, ICMG FR-2607 - BP53, Université Joseph Fourier, 38041 Grenoble, France.",Jean,Lhomme,,Pascal,Dumy,,Mitsuharu,Kotera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
primary study for detection of arterial blood pressure waveform components,XX,XX,2015,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2015,,2694-0604,Neeraj,Paradkar,,Shubhajit Roy,Chowdhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamic neural graphs based federated reptile for semi-supervised multi-tasking in healthcare applications,13,12,2021,IEEE journal of biomedical and health informatics,PP,,2168-2208,Anshul,Thakur,,Pulkit,Sharma,,David A,Clifton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
designing 3-dimensional in vitro oviduct culture systems to study mammalian fertilization and embryo production,14,11,2016,Annals of biomedical engineering,45,7,1573-9686,Marcia A M M,Ferraz,"Department of Farm Animal Health, Faculty of Veterinary Medicine, Utrecht University, Yalelaan 104, 3584CM, Utrecht, The Netherlands.",Heiko H W,Henning,"Department of Equine Sciences, Faculty of Veterinary Medicine, Utrecht University, Yalelaan 112, 3584CM,, Utrecht, The Netherlands.",Tom A E,Stout,"Department of Farm Animal Health, Faculty of Veterinary Medicine, Utrecht University, Yalelaan 104, 3584CM, Utrecht, The Netherlands.",Peter L A M,Vos,"Department of Farm Animal Health, Faculty of Veterinary Medicine, Utrecht University, Yalelaan 104, 3584CM, Utrecht, The Netherlands.",Bart M,Gadella,"Department of Farm Animal Health, Faculty of Veterinary Medicine, Utrecht University, Yalelaan 104, 3584CM, Utrecht, The Netherlands. b.m.gadella@uu.nl.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
associations between early thiamine administration and clinical outcomes in critically ill patients with acute kidney injury,16,08,2021,The British journal of nutrition,,,1475-2662,Xunliang,Li,"Department of Nephrology, The Affiliated Hospital of Qingdao University, Qingdao, Shandong, People's Republic of China.",Hong,Luan,"Department of Nephrology, The Affiliated Hospital of Qingdao University, Qingdao, Shandong, People's Republic of China.",Hui,Zhang,"Department of Nephrology, The Affiliated Hospital of Qingdao University, Qingdao, Shandong, People's Republic of China.",Chenyu,Li,"Department of Nephrology, The Affiliated Hospital of Qingdao University, Qingdao, Shandong, People's Republic of China.",Quandong,Bu,"Department of Nephrology, The Affiliated Hospital of Qingdao University, Qingdao, Shandong, People's Republic of China.",Bin,Zhou,"Department of Nephrology, The Affiliated Hospital of Qingdao University, Qingdao, Shandong, People's Republic of China.",Nina,Tang,"Department of Nephrology, The Affiliated Hospital of Qingdao University, Qingdao, Shandong, People's Republic of China.",Haiyan,Zhou,"Department of Nephrology, The Affiliated Hospital of Qingdao University, Qingdao, Shandong, People's Republic of China.",Yan,Xu,"Department of Nephrology, The Affiliated Hospital of Qingdao University, Qingdao, Shandong, People's Republic of China.",Wei,Jiang,"Department of Nephrology, The Affiliated Hospital of Qingdao University, Qingdao, Shandong, People's Republic of China.",Long,Zhao,"Department of Nephrology, The Affiliated Hospital of Qingdao University, Qingdao, Shandong, People's Republic of China.",Xiaofei,Man,"Department of Nephrology, The Affiliated Hospital of Qingdao University, Qingdao, Shandong, People's Republic of China.",Lin,Che,"Department of Nephrology, The Affiliated Hospital of Qingdao University, Qingdao, Shandong, People's Republic of China.",Yanfei,Wang,"Department of Nephrology, The Affiliated Hospital of Qingdao University, Qingdao, Shandong, People's Republic of China.",Congjuan,Luo,"Department of Nephrology, The Affiliated Hospital of Qingdao University, Qingdao, Shandong, People's Republic of China.",Jianping,Sun,"Department of Nephrology, The Affiliated Hospital of Qingdao University, Qingdao, Shandong, People's Republic of China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a comprehensive evaluation for the prediction of mortality in intensive care units with lstm networks: patients with cardiovascular disease,27,08,2020,Biomedizinische Technik. Biomedical engineering,65,4,1862-278X,Saumil,Maheshwari,"Soft Computing and Expert System Laboratory, ABV-Indian Institute of Information Technology and Management, Gwalior 474010, Madhya Pradesh, India.",Aman,Agarwal,"Soft Computing and Expert System Laboratory, ABV-Indian Institute of Information Technology and Management, Gwalior 474010, Madhya Pradesh, India.",Anupam,Shukla,"Soft Computing and Expert System Laboratory, ABV-Indian Institute of Information Technology and Management, Gwalior 474010, Madhya Pradesh, India.",Ritu,Tiwari,"Soft Computing and Expert System Laboratory, ABV-Indian Institute of Information Technology and Management, Gwalior 474010, Madhya Pradesh, India.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the relationship of the geriatric nutritional risk index to mortality and length of stay in elderly patients with acute respiratory failure: a retrospective cohort study,16,08,2021,Heart & lung : the journal of critical care,50,6,1527-3288,Xiawei,Shi,"Zhejiang Chinese Medical University, Hangzhou, China.",Yueqian,Shen,"Zhejiang Chinese Medical University, Hangzhou, China.",Jia,Yang,"Zhejiang Chinese Medical University, Hangzhou, China.",Wurong,Du,"Zhejiang Chinese Medical University, Hangzhou, China.",Junchao,Yang,"Department of Respiratory Medicine, The First Affiliated Hospital of Zhejiang Chinese Medical University, No.54 Youdian Road, Shangcheng District, Hangzhou, Zhejiang 310006, China. Electronic address: yangjunchaozj@zcmu.edu.cn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dr. agent: clinical predictive model via mimicked second opinions,01,07,2020,Journal of the American Medical Informatics Association : JAMIA,27,7,1527-974X,Junyi,Gao,"Analytics Center of Excellence, IQVIA, Beijing, China.",Cao,Xiao,"Analytics Center of Excellence, IQVIA, Cambridge, Massachusetts, USA.",Lucas M,Glass,"Analytics Center of Excellence, IQVIA, Cambridge, Massachusetts, USA.",Jimeng,Sun,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, Illinois, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
machine learning techniques in blood pressure management during the acute phase of ischemic stroke,14,02,2022,Frontiers in neurology,12,,1664-2295,Orit,Mazza,"Graduate School of Business Administration, Bar Ilan University, Ramat Gan, Israel.",Onn,Shehory,"Graduate School of Business Administration, Bar Ilan University, Ramat Gan, Israel.",Nirit,Lev,"Neurology Department, Meir Medical Center, Kfar Saba, Israel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recurrent neural networks for multivariate time series with missing values,17,04,2018,Scientific reports,8,1,2045-2322,Zhengping,Che,"University of Southern California, Department of Computer Science, Los Angeles, CA, 90089, USA. zche@usc.edu.",Sanjay,Purushotham,"University of Southern California, Department of Computer Science, Los Angeles, CA, 90089, USA.",Kyunghyun,Cho,"New York University, Department of Computer Science, New York, NY, 10012, USA.",David,Sontag,"Massachusetts Institute of Technology, Department of Electrical Engineering and Computer Science, Cambridge, MA, 02139, USA.",Yan,Liu,"University of Southern California, Department of Computer Science, Los Angeles, CA, 90089, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antibody-mediated functional control of a dansylated polytheonamide mimic,28,01,2014,"Chemical communications (Cambridge, England)",50,8,1364-548X,Hiroaki,Itoh,"Graduate School of Pharmaceutical Sciences, The University of Tokyo, Hongo, Bunkyo-ku, Tokyo 113-0033, Japan. inoue@mol.f.u-tokyo.ac.jp.",Masayuki,Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance of d-dimer for predicting sepsis mortality in the intensive care unit,15,06,2021,Biochemia medica,31,2,1846-7482,Yan-Qiu,Han,"Department of Laboratory Medicine, The Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China.",Li,Yan,"Department of Respiratory and Critical Care Medicine, The Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China.",Lei,Zhang,"Department of Laboratory Medicine, The Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China.",Pei-Heng,Ouyang,"Department of Laboratory Medicine, The Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China.",Peng,Li,"Department of Laboratory Medicine, The Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China.",Giuseppe,Lippi,"Section of Clinical Biochemistry, University of Verona, Verona, Italy.",Zhi-De,Hu,"Department of Laboratory Medicine, The Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction and evaluation of a sepsis risk prediction model for urinary tract infection,21,05,2021,Frontiers in medicine,8,,2296-858X,Luming,Zhang,"Intensive Care Unit, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Feng,Zhang,"Intensive Care Unit, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Fengshuo,Xu,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Zichen,Wang,"Department of Public Health, University of California, Irvine, Irvine, CA, United States.",Yinlong,Ren,"Intensive Care Unit, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Didi,Han,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Jun,Lyu,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Haiyan,Yin,"Intensive Care Unit, The First Affiliated Hospital of Jinan University, Guangzhou, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a web-based data visualization tool for the mimic-ii database,04,02,2016,BMC medical informatics and decision making,16,,1472-6947,Joon,Lee,"School of Public Health and Health Systems, University of Waterloo, Waterloo, ON, Canada. joon.lee@uwaterloo.ca.",Evan,Ribey,"School of Public Health and Health Systems, University of Waterloo, Waterloo, ON, Canada. eeribey@uwaterloo.ca.",James R,Wallace,"School of Public Health and Health Systems, University of Waterloo, Waterloo, ON, Canada. james.wallace@uwaterloo.ca.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
association between normalized lactate load and mortality in patients with septic shock: an analysis of the mimic-iii database,12,01,2021,BMC anesthesiology,21,1,1471-2253,Han,Chen,"Surgical Intensive Care Unit, Fujian Provincial Clinical College of Fujian Medical University, Fujian Provincial Hospital, Fuzhou, China.",Shu-Rong,Gong,"Surgical Intensive Care Unit, Fujian Provincial Clinical College of Fujian Medical University, Fujian Provincial Hospital, Fuzhou, China.",Rong-Guo,Yu,"Surgical Intensive Care Unit, Fujian Provincial Clinical College of Fujian Medical University, Fujian Provincial Hospital, Fuzhou, China. garyyrg@126.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dethiobiotin synthetase: the carbonylation of 7,8-diaminonanoic acid proceeds regiospecifically via the n7-carbamate",05,09,1995,Biochemistry,34,35,0006-2960,K J,Gibson,"Dupont Central Research and Development, Experimental Station, Wilmington, Delaware 19880-0407, USA.",G H,Lorimer,,A R,Rendina,,W S,Taylor,,G,Cohen,,A A,Gatenby,,W G,Payne,,D C,Roe,,B A,Lockett,,A,Nudelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
discharge recommendation based on a novel technique of homeostatic analysis,28,03,2016,Journal of the American Medical Informatics Association : JAMIA,24,1,1527-974X,Jacob S,Calvert,"Dascena Inc., Hayward, CA, USA.",Daniel A,Price,"Dascena Inc., Hayward, CA, USA.",Christopher W,Barton,"Department of Emergency Medicine, University of California San Francisco, San Francisco, CA, USA.",Uli K,Chettipally,"Department of Emergency Medicine, University of California San Francisco, San Francisco, CA, USA.",Ritankar,Das,"Dascena Inc., Hayward, CA, USA ritankar@dascena.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
characterization of long-term elution of platinum from carboplatin-impregnated calcium sulfate hemihydrate beads in vitro by two distinct sample collection methods,XX,05,2017,American journal of veterinary research,78,5,1943-5681,Rachel J,Tulipan,,Heidi,Phillips,,Laura D,Garrett,,Levent,Dirikolu,,Mark A,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
