PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36673027","Chest X-ray in Emergency Radiology: What Artificial Intelligence Applications Are Available?","Irmici G, Cè M, Caloro E, Khenkina N, Della Pepa G, Ascenti V, Martinenghi C, Papa S, Oliva G, Cellina M.","Diagnostics (Basel). 2023 Jan 6;13(2):216. doi: 10.3390/diagnostics13020216.","Irmici G","Diagnostics (Basel)","2023","2023/01/21","PMC9858224","","10.3390/diagnostics13020216"
"36670118","A 178-clinical-center experiment of integrating AI solutions for lung pathology diagnosis","Ibragimov B, Arzamasov K, Maksudov B, Kiselev S, Mongolin A, Mustafaev T, Ibragimova D, Evteeva K, Andreychenko A, Morozov S.","Sci Rep. 2023 Jan 20;13(1):1135. doi: 10.1038/s41598-023-27397-7.","Ibragimov B","Sci Rep","2023","2023/01/20","PMC9859802","","10.1038/s41598-023-27397-7"
"36611451","A Review of Recent Advances in Deep Learning Models for Chest Disease Detection Using Radiography","Ait Nasser A, Akhloufi MA.","Diagnostics (Basel). 2023 Jan 3;13(1):159. doi: 10.3390/diagnostics13010159.","Ait Nasser A","Diagnostics (Basel)","2023","2023/01/08","PMC9818166","","10.3390/diagnostics13010159"
"36571975","Explaining the black-box smoothly-A counterfactual approach","Singla S, Eslami M, Pollack B, Wallace S, Batmanghelich K.","Med Image Anal. 2023 Feb;84:102721. doi: 10.1016/j.media.2022.102721. Epub 2022 Dec 13.","Singla S","Med Image Anal","2023","2022/12/26","PMC9835100","NIHMS1859643","10.1016/j.media.2022.102721"
"36553041","A Survey on AI Techniques for Thoracic Diseases Diagnosis Using Medical Images","Mostafa FA, Elrefaei LA, Fouda MM, Hossam A.","Diagnostics (Basel). 2022 Dec 3;12(12):3034. doi: 10.3390/diagnostics12123034.","Mostafa FA","Diagnostics (Basel)","2022","2022/12/23","PMC9777249","","10.3390/diagnostics12123034"
"36547485","How Well Do Self-Supervised Models Transfer to Medical Imaging?","Anton J, Castelli L, Chan MF, Outters M, Tang WH, Cheung V, Shukla P, Walambe R, Kotecha K.","J Imaging. 2022 Dec 1;8(12):320. doi: 10.3390/jimaging8120320.","Anton J","J Imaging","2022","2022/12/22","PMC9782186","","10.3390/jimaging8120320"
"36523640","Visual Transformers and Convolutional Neural Networks for Disease Classification on Radiographs: A Comparison of Performance, Sample Efficiency, and Hidden Stratification","Murphy ZR, Venkatesh K, Sulam J, Yi PH.","Radiol Artif Intell. 2022 Sep 21;4(6):e220012. doi: 10.1148/ryai.220012. eCollection 2022 Nov.","Murphy ZR","Radiol Artif Intell","2022","2022/12/16","PMC9745440","","10.1148/ryai.220012"
"36494479","Deep learning-based age estimation from chest X-rays indicates cardiovascular prognosis","Ieki H, Ito K, Saji M, Kawakami R, Nagatomo Y, Takada K, Kariyasu T, Machida H, Koyama S, Yoshida H, Kurosawa R, Matsunaga H, Miyazawa K, Ozaki K, Onouchi Y, Katsushika S, Matsuoka R, Shinohara H, Yamaguchi T, Kodera S, Higashikuni Y, Fujiu K, Akazawa H, Iguchi N, Isobe M, Yoshikawa T, Komuro I.","Commun Med (Lond). 2022 Dec 9;2(1):159. doi: 10.1038/s43856-022-00220-6.","Ieki H","Commun Med (Lond)","2022","2022/12/09","PMC9734197","","10.1038/s43856-022-00220-6"
"36467346","Total bilirubin is associated with all-cause mortality in patients with acute respiratory distress syndrome: a retrospective study","Zheng Z, Chang Z, Chen Y, Li J, Huang T, Huang Y, Fan Z, Gao J.","Ann Transl Med. 2022 Nov;10(21):1160. doi: 10.21037/atm-22-1737.","Zheng Z","Ann Transl Med","2022","2022/12/05","PMC9708468","","10.21037/atm-22-1737"
"36466078","Contrastive self-supervised learning from 100 million medical images with optional supervision","Ghesu FC, Georgescu B, Mansoor A, Yoo Y, Neumann D, Patel P, Vishwanath RS, Balter JM, Cao Y, Grbic S, Comaniciu D.","J Med Imaging (Bellingham). 2022 Nov;9(6):064503. doi: 10.1117/1.JMI.9.6.064503. Epub 2022 Nov 30.","Ghesu FC","J Med Imaging (Bellingham)","2022","2022/12/05","PMC9710476","","10.1117/1.JMI.9.6.064503"
"36451266","A comparative study of pretrained language models for long clinical text","Li Y, Wehbe RM, Ahmad FS, Wang H, Luo Y.","J Am Med Inform Assoc. 2023 Jan 18;30(2):340-347. doi: 10.1093/jamia/ocac225.","Li Y","J Am Med Inform Assoc","2023","2022/12/01","PMC9846675","","10.1093/jamia/ocac225"
"36383493","Few-Shot Learning Geometric Ensemble for Multi-label Classification of Chest X-Rays","Moukheiber D, Mahindre S, Moukheiber L, Moukheiber M, Wang S, Ma C, Shih G, Peng Y, Gao M.","Data Augment Label Imperfections (2022). 2022 Sep;13567:112-122. doi: 10.1007/978-3-031-17027-0_12. Epub 2022 Sep 16.","Moukheiber D","Data Augment Label Imperfections (2022)","2022","2022/11/16","PMC9652771","NIHMS1846293","10.1007/978-3-031-17027-0_12"
"36383492","Benchmarking and Boosting Transformers for Medical Image Classification","Ma D, Taher MRH, Pang J, Islam NU, Haghighi F, Gotway MB, Liang J.","Domain Adapt Represent Transf (2022). 2022 Sep;13542:12-22. doi: 10.1007/978-3-031-16852-9_2. Epub 2022 Sep 15.","Ma D","Domain Adapt Represent Transf (2022)","2022","2022/11/16","PMC9646404","NIHMS1846236","10.1007/978-3-031-16852-9_2"
"36383419","Developing an Artificial Intelligence Model for Reading Chest X-rays: Protocol for a Prospective Validation Study","Miró Catalina Q, Fuster-Casanovas A, Solé-Casals J, Vidal-Alaball J.","JMIR Res Protoc. 2022 Nov 16;11(11):e39536. doi: 10.2196/39536.","Miró Catalina Q","JMIR Res Protoc","2022","2022/11/16","PMC9713620","","10.2196/39536"
"36318048","Long-Tailed Classification of Thorax Diseases on Chest X-Ray: A New Benchmark Study","Holste G, Wang S, Jiang Z, Shen TC, Shih G, Summers RM, Peng Y, Wang Z.","Data Augment Label Imperfections (2022). 2022 Sep;13567:22-32. doi: 10.1007/978-3-031-17027-0_3. Epub 2022 Sep 16.","Holste G","Data Augment Label Imperfections (2022)","2022","2022/11/01","PMC9618235","NIHMS1844023","10.1007/978-3-031-17027-0_3"
"36315483","Learning to diagnose common thorax diseases on chest radiographs from radiology reports in Vietnamese","Nguyen T, Vo TM, Nguyen TV, Pham HH, Nguyen HQ.","PLoS One. 2022 Oct 31;17(10):e0276545. doi: 10.1371/journal.pone.0276545. eCollection 2022.","Nguyen T","PLoS One","2022","2022/10/31","PMC9621405","","10.1371/journal.pone.0276545"
"36289266","Artificial intelligence-based methods for fusion of electronic health records and imaging data","Mohsen F, Ali H, El Hajj N, Shah Z.","Sci Rep. 2022 Oct 26;12(1):17981. doi: 10.1038/s41598-022-22514-4.","Mohsen F","Sci Rep","2022","2022/10/26","PMC9605975","","10.1038/s41598-022-22514-4"
"36282980","Multimodal Representation Learning via Maximization of Local Mutual Information","Liao R, Moyer D, Cha M, Quigley K, Berkowitz S, Horng S, Golland P, Wells WM.","Med Image Comput Comput Assist Interv. 2021 Sep-Oct;12902:273-283. doi: 10.1007/978-3-030-87196-3_26. Epub 2021 Sep 21.","Liao R","Med Image Comput Comput Assist Interv","2021","2022/10/25","PMC9576150","NIHMS1835811","10.1007/978-3-030-87196-3_26"
"36275389","The Deep Learning-Based Framework for Automated Predicting COVID-19 Severity Score","Zheng Y, Dong H.","Procedia Comput Sci. 2022;207:1096-1104. doi: 10.1016/j.procs.2022.09.165. Epub 2022 Oct 19.","Zheng Y","Procedia Comput Sci","2022","2022/10/24","PMC9578946","","10.1016/j.procs.2022.09.165"
"36253581","Event-Based Clinical Finding Extraction from Radiology Reports with Pre-trained Language Model","Lau W, Lybarger K, Gunn ML, Yetisgen M.","J Digit Imaging. 2023 Feb;36(1):91-104. doi: 10.1007/s10278-022-00717-5. Epub 2022 Oct 17.","Lau W","J Digit Imaging","2023","2022/10/17","PMC9576130","","10.1007/s10278-022-00717-5"
"36240135","Deploying deep learning models on unseen medical imaging using adversarial domain adaptation","Valliani AA, Gulamali FF, Kwon YJ, Martini ML, Wang C, Kondziolka D, Chen VJ, Wang W, Costa AB, Oermann EK.","PLoS One. 2022 Oct 14;17(10):e0273262. doi: 10.1371/journal.pone.0273262. eCollection 2022.","Valliani AA","PLoS One","2022","2022/10/14","PMC9565422","","10.1371/journal.pone.0273262"
"36204541","Moving from ImageNet to RadImageNet for Improved Transfer Learning and Generalizability","Cadrin-Chênevert A.","Radiol Artif Intell. 2022 Aug 10;4(5):e220126. doi: 10.1148/ryai.220126. eCollection 2022 Sep.","Cadrin-Chênevert A","Radiol Artif Intell","2022","2022/10/07","PMC9530775","","10.1148/ryai.220126"
"36204536","Code and Data Sharing Practices in the Radiology Artificial Intelligence Literature: A Meta-Research Study","Venkatesh K, Santomartino SM, Sulam J, Yi PH.","Radiol Artif Intell. 2022 Aug 17;4(5):e220081. doi: 10.1148/ryai.220081. eCollection 2022 Sep.","Venkatesh K","Radiol Artif Intell","2022","2022/10/07","PMC9530751","","10.1148/ryai.220081"
"36189431","Artificial Intelligence Techniques to Predict the Airway Disorders Illness: A Systematic Review","Koul A, Bawa RK, Kumar Y.","Arch Comput Methods Eng. 2023;30(2):831-864. doi: 10.1007/s11831-022-09818-4. Epub 2022 Sep 28.","Koul A","Arch Comput Methods Eng","2023","2022/10/03","PMC9516534","","10.1007/s11831-022-09818-4"
"36175002","Artificial Intelligence-Based Identification of Normal Chest Radiographs: A Simulation Study in a Multicenter Health Screening Cohort","Yoo H, Kim EY, Kim H, Choi YR, Kim MY, Hwang SH, Kim YJ, Cho YJ, Jin KN.","Korean J Radiol. 2022 Oct;23(10):1009-1018. doi: 10.3348/kjr.2022.0189.","Yoo H","Korean J Radiol","2022","2022/09/29","PMC9523233","","10.3348/kjr.2022.0189"
"36160365","Automatic captioning for medical imaging (MIC): a rapid review of literature","Beddiar DR, Oussalah M, Seppänen T.","Artif Intell Rev. 2023;56(5):4019-4076. doi: 10.1007/s10462-022-10270-w. Epub 2022 Sep 17.","Beddiar DR","Artif Intell Rev","2023","2022/09/26","PMC9483422","","10.1007/s10462-022-10270-w"
"36143144","Artificial Intelligence-Based Medical Data Mining","Zia A, Aziz M, Popa I, Khan SA, Hamedani AF, Asif AR.","J Pers Med. 2022 Aug 24;12(9):1359. doi: 10.3390/jpm12091359.","Zia A","J Pers Med","2022","2022/09/23","PMC9501106","","10.3390/jpm12091359"
"36140486","Image Embeddings Extracted from CNNs Outperform Other Transfer Learning Approaches in Classification of Chest Radiographs","Gozzi N, Giacomello E, Sollini M, Kirienko M, Ammirabile A, Lanzi P, Loiacono D, Chiti A.","Diagnostics (Basel). 2022 Aug 28;12(9):2084. doi: 10.3390/diagnostics12092084.","Gozzi N","Diagnostics (Basel)","2022","2022/09/23","PMC9497580","","10.3390/diagnostics12092084"
"36128510","Radiology Text Analysis System (RadText): Architecture and Evaluation","Wang S, Lin M, Ding Y, Shih G, Lu Z, Peng Y.","IEEE Int Conf Healthc Inform. 2022 Jun;2022:288-296. doi: 10.1109/ichi54592.2022.00050. Epub 2022 Sep 8.","Wang S","IEEE Int Conf Healthc Inform","2022","2022/09/21","PMC9484781","NIHMS1836549","10.1109/ichi54592.2022.00050"
"36109605","Expert-level detection of pathologies from unannotated chest X-ray images via self-supervised learning","Tiu E, Talius E, Patel P, Langlotz CP, Ng AY, Rajpurkar P.","Nat Biomed Eng. 2022 Dec;6(12):1399-1406. doi: 10.1038/s41551-022-00936-9. Epub 2022 Sep 15.","Tiu E","Nat Biomed Eng","2022","2022/09/15","PMC9792370","","10.1038/s41551-022-00936-9"
"36016288","Novel Coronavirus and Common Pneumonia Detection from CT Scans Using Deep Learning-Based Extracted Features","Latif G, Morsy H, Hassan A, Alghazo J.","Viruses. 2022 Jul 28;14(8):1667. doi: 10.3390/v14081667.","Latif G","Viruses","2022","2022/08/26","PMC9414828","","10.3390/v14081667"
"36016071","Database and AI Diagnostic Tools Improve Understanding of Lung Damage, Correlation of Pulmonary Disease and Brain Damage in COVID-19","Karpiel I, Starcevic A, Urzeniczok M.","Sensors (Basel). 2022 Aug 22;22(16):6312. doi: 10.3390/s22166312.","Karpiel I","Sensors (Basel)","2022","2022/08/26","PMC9414394","","10.3390/s22166312"
"35999467","Development and validation of an abnormality-derived deep-learning diagnostic system for major respiratory diseases","Wang C, Ma J, Zhang S, Shao J, Wang Y, Zhou HY, Song L, Zheng J, Yu Y, Li W.","NPJ Digit Med. 2022 Aug 23;5(1):124. doi: 10.1038/s41746-022-00648-z.","Wang C","NPJ Digit Med","2022","2022/08/23","PMC9395860","","10.1038/s41746-022-00648-z"
"35966141","Deployment and validation of an AI system for detecting abnormal chest radiographs in clinical settings","Nguyen NH, Nguyen HQ, Nguyen NT, Nguyen TV, Pham HH, Nguyen TN.","Front Digit Health. 2022 Jul 27;4:890759. doi: 10.3389/fdgth.2022.890759. eCollection 2022.","Nguyen NH","Front Digit Health","2022","2022/08/15","PMC9367219","","10.3389/fdgth.2022.890759"
"35965430","Innovations in thoracic imaging: CT, radiomics, AI and x-ray velocimetry","Vliegenthart R, Fouras A, Jacobs C, Papanikolaou N.","Respirology. 2022 Oct;27(10):818-833. doi: 10.1111/resp.14344. Epub 2022 Aug 14.","Vliegenthart R","Respirology","2022","2022/08/15","PMC9546393","","10.1111/resp.14344"
"35948551","BRAX, Brazilian labeled chest x-ray dataset","Reis EP, de Paiva JPQ, da Silva MCB, Ribeiro GAS, Paiva VF, Bulgarelli L, Lee HMH, Santos PV, Brito VM, Amaral LTW, Beraldo GL, Haidar Filho JN, Teles GBS, Szarf G, Pollard T, Johnson AEW, Celi LA, Amaro E Jr.","Sci Data. 2022 Aug 10;9(1):487. doi: 10.1038/s41597-022-01608-8.","Reis EP","Sci Data","2022","2022/08/10","PMC9364309","","10.1038/s41597-022-01608-8"
"35935769","External validation based on transfer learning for diagnosing atelectasis using portable chest X-rays","Huang X, Li B, Huang T, Yuan S, Wu W, Yin H, Lyu J.","Front Med (Lausanne). 2022 Jul 22;9:920040. doi: 10.3389/fmed.2022.920040. eCollection 2022.","Huang X","Front Med (Lausanne)","2022","2022/08/08","PMC9353169","","10.3389/fmed.2022.920040"
"35933408","Addressing fairness in artificial intelligence for medical imaging","Ricci Lara MA, Echeveste R, Ferrante E.","Nat Commun. 2022 Aug 6;13(1):4581. doi: 10.1038/s41467-022-32186-3.","Ricci Lara MA","Nat Commun","2022","2022/08/06","PMC9357063","","10.1038/s41467-022-32186-3"
"35923381","Performance of a Chest Radiograph AI Diagnostic Tool for COVID-19: A Prospective Observational Study","Sun J, Peng L, Li T, Adila D, Zaiman Z, Melton-Meaux GB, Ingraham NE, Murray E, Boley D, Switzer S, Burns JL, Huang K, Allen T, Steenburg SD, Gichoya JW, Kummerfeld E, Tignanelli CJ.","Radiol Artif Intell. 2022 Jun 1;4(4):e210217. doi: 10.1148/ryai.210217. eCollection 2022 Jul.","Sun J","Radiol Artif Intell","2022","2022/08/04","PMC9344211","","10.1148/ryai.210217"
"35858929","VinDr-CXR: An open dataset of chest X-rays with radiologist's annotations","Nguyen HQ, Lam K, Le LT, Pham HH, Tran DQ, Nguyen DB, Le DD, Pham CM, Tong HTT, Dinh DH, Do CD, Doan LT, Nguyen CN, Nguyen BT, Nguyen QV, Hoang AD, Phan HN, Nguyen AT, Ho PH, Ngo DT, Nguyen NT, Nguyen NT, Dao M, Vu V.","Sci Data. 2022 Jul 20;9(1):429. doi: 10.1038/s41597-022-01498-w.","Nguyen HQ","Sci Data","2022","2022/07/20","PMC9300612","","10.1038/s41597-022-01498-w"
"35800847","Knowledge Graph Applications in Medical Imaging Analysis: A Scoping Review","Wang S, Lin M, Ghosal T, Ding Y, Peng Y.","Health Data Sci. 2022;2022:9841548. doi: 10.34133/2022/9841548. Epub 2022 Jun 14.","Wang S","Health Data Sci","2022","2022/07/08","PMC9259200","NIHMS1819276","10.34133/2022/9841548"
"35789446","Developing and Validating Multi-Modal Models for Mortality Prediction in COVID-19 Patients: a Multi-center Retrospective Study","Wu JT, de la Hoz MÁA, Kuo PC, Paguio JA, Yao JS, Dee EC, Yeung W, Jurado J, Moulick A, Milazzo C, Peinado P, Villares P, Cubillo A, Varona JF, Lee HC, Estirado A, Castellano JM, Celi LA.","J Digit Imaging. 2022 Dec;35(6):1514-1529. doi: 10.1007/s10278-022-00674-z. Epub 2022 Jul 5.","Wu JT","J Digit Imaging","2022","2022/07/05","PMC9255527","","10.1007/s10278-022-00674-z"
"35717401","REFLACX, a dataset of reports and eye-tracking data for localization of abnormalities in chest x-rays","Bigolin Lanfredi R, Zhang M, Auffermann WF, Chan J, Duong PT, Srikumar V, Drew T, Schroeder JD, Tasdizen T.","Sci Data. 2022 Jun 18;9(1):350. doi: 10.1038/s41597-022-01441-z.","Bigolin Lanfredi R","Sci Data","2022","2022/06/18","PMC9206650","","10.1038/s41597-022-01441-z"
"35647616","Improving Joint Learning of Chest X-Ray and Radiology Report by Word Region Alignment","Ji Z, Shaikh MA, Moukheiber D, Srihari SN, Peng Y, Gao M.","Mach Learn Med Imaging. 2021 Sep;12966:110-119. doi: 10.1007/978-3-030-87589-3_12. Epub 2021 Sep 21.","Ji Z","Mach Learn Med Imaging","2021","2022/06/01","PMC9134785","NIHMS1809702","10.1007/978-3-030-87589-3_12"
"35645753","Local Label Point Correction for Edge Detection of Overlapping Cervical Cells","Liu J, Fan H, Wang Q, Li W, Tang Y, Wang D, Zhou M, Chen L.","Front Neuroinform. 2022 May 12;16:895290. doi: 10.3389/fninf.2022.895290. eCollection 2022.","Liu J","Front Neuroinform","2022","2022/06/01","PMC9133536","","10.3389/fninf.2022.895290"
"35624426","Deep transfer learning to quantify pleural effusion severity in chest X-rays","Huang T, Yang R, Shen L, Feng A, Li L, He N, Li S, Huang L, Lyu J.","BMC Med Imaging. 2022 May 27;22(1):100. doi: 10.1186/s12880-022-00827-0.","Huang T","BMC Med Imaging","2022","2022/05/27","PMC9137166","","10.1186/s12880-022-00827-0"
"35621895","BI-RADS BERT and Using Section Segmentation to Understand Radiology Reports","Kuling G, Curpen B, Martel AL.","J Imaging. 2022 May 9;8(5):131. doi: 10.3390/jimaging8050131.","Kuling G","J Imaging","2022","2022/05/27","PMC9148091","","10.3390/jimaging8050131"
"35568690","AI recognition of patient race in medical imaging: a modelling study","Gichoya JW, Banerjee I, Bhimireddy AR, Burns JL, Celi LA, Chen LC, Correa R, Dullerud N, Ghassemi M, Huang SC, Kuo PC, Lungren MP, Palmer LJ, Price BJ, Purkayastha S, Pyrros AT, Oakden-Rayner L, Okechukwu C, Seyyed-Kalantari L, Trivedi H, Wang R, Zaiman Z, Zhang H.","Lancet Digit Health. 2022 Jun;4(6):e406-e414. doi: 10.1016/S2589-7500(22)00063-2. Epub 2022 May 11.","Gichoya JW","Lancet Digit Health","2022","2022/05/14","PMC9650160","NIHMS1810682","10.1016/S2589-7500(22)00063-2"
"35498230","RadBERT-CL: Factually-Aware Contrastive Learning For Radiology Report Classification","Jaiswal A, Tang L, Ghosh M, Rousseau JF, Peng Y, Ding Y.","Proc Mach Learn Res. 2021 Dec;158:196-208.","Jaiswal A","Proc Mach Learn Res","2021","2022/05/02","PMC9055736","NIHMS1801047",""
"35418698","Deep learning of chest X-rays can predict mechanical ventilation outcome in ICU-admitted COVID-19 patients","Gourdeau D, Potvin O, Biem JH, Cloutier F, Abrougui L, Archambault P, Chartrand-Lefebvre C, Dieumegarde L, Gagné C, Gagnon L, Giguère R, Hains A, Le H, Lemieux S, Lévesque MH, Nepveu S, Rosenbloom L, Tang A, Yang I, Duchesne N, Duchesne S.","Sci Rep. 2022 Apr 13;12(1):6193. doi: 10.1038/s41598-022-10136-9.","Gourdeau D","Sci Rep","2022","2022/04/14","PMC9007057","","10.1038/s41598-022-10136-9"
"35355598","A Systematic Review of Deep Learning Techniques for Tuberculosis Detection From Chest Radiograph","Oloko-Oba M, Viriri S.","Front Med (Lausanne). 2022 Mar 10;9:830515. doi: 10.3389/fmed.2022.830515. eCollection 2022.","Oloko-Oba M","Front Med (Lausanne)","2022","2022/03/31","PMC8960068","","10.3389/fmed.2022.830515"
"35326521","Application of Artificial Intelligence in Lung Cancer","Chiu HY, Chao HS, Chen YM.","Cancers (Basel). 2022 Mar 8;14(6):1370. doi: 10.3390/cancers14061370.","Chiu HY","Cancers (Basel)","2022","2022/03/25","PMC8946647","","10.3390/cancers14061370"
"35317725","Development of CNN models for the enteral feeding tube positioning assessment on a small scale data set","Liang G, Ganesh H, Steffe D, Liu L, Jacobs N, Zhang J.","BMC Med Imaging. 2022 Mar 22;22(1):52. doi: 10.1186/s12880-022-00766-w.","Liang G","BMC Med Imaging","2022","2022/03/23","PMC8939093","","10.1186/s12880-022-00766-w"
"35308939","Using Radiomics as Prior Knowledge for Thorax Disease Classification and Localization in Chest X-rays","Han Y, Chen C, Tang L, Lin M, Jaiswal A, Wang S, Tewfik A, Shih G, Ding Y, Peng Y.","AMIA Annu Symp Proc. 2022 Feb 21;2021:546-555. eCollection 2021.","Han Y","AMIA Annu Symp Proc","2022","2022/03/21","PMC8861661","",""
"35271711","Combining chest X-rays and electronic health record (EHR) data using machine learning to diagnose acute respiratory failure","Jabbour S, Fouhey D, Kazerooni E, Wiens J, Sjoding MW.","J Am Med Inform Assoc. 2022 May 11;29(6):1060-1068. doi: 10.1093/jamia/ocac030.","Jabbour S","J Am Med Inform Assoc","2022","2022/03/10","PMC9093032","","10.1093/jamia/ocac030"
"35251572","Radiological Analysis of COVID-19 Using Computational Intelligence: A Broad Gauge Study","Vineth Ligi S, Kundu SS, Kumar R, Narayanamoorthi R, Lai KW, Dhanalakshmi S.","J Healthc Eng. 2022 Feb 23;2022:5998042. doi: 10.1155/2022/5998042. eCollection 2022.","Vineth Ligi S","J Healthc Eng","2022","2022/03/07","PMC8890832","","10.1155/2022/5998042"
"35192461","ImageGCN: Multi-Relational Image Graph Convolutional Networks for Disease Identification With Chest X-Rays","Mao C, Yao L, Luo Y.","IEEE Trans Med Imaging. 2022 Aug;41(8):1990-2003. doi: 10.1109/TMI.2022.3153322. Epub 2022 Aug 1.","Mao C","IEEE Trans Med Imaging","2022","2022/02/22","PMC9367633","NIHMS1827484","10.1109/TMI.2022.3153322"
"35167608","Augmenting existing deterioration indices with chest radiographs to predict clinical deterioration","Mu E, Jabbour S, Dalca AV, Guttag J, Wiens J, Sjoding MW.","PLoS One. 2022 Feb 15;17(2):e0263922. doi: 10.1371/journal.pone.0263922. eCollection 2022.","Mu E","PLoS One","2022","2022/02/15","PMC8846502","","10.1371/journal.pone.0263922"
"35146433","Classification of Multiple Diseases on Body CT Scans Using Weakly Supervised Deep Learning","Tushar FI, D'Anniballe VM, Hou R, Mazurowski MA, Fu W, Samei E, Rubin GD, Lo JY.","Radiol Artif Intell. 2021 Dec 1;4(1):e210026. doi: 10.1148/ryai.210026. eCollection 2022 Jan.","Tushar FI","Radiol Artif Intell","2021","2022/02/11","PMC8823458","","10.1148/ryai.210026"
"35110629","Incorporating uncertainty in learning to defer algorithms for safe computer-aided diagnosis","Liu J, Gallego B, Barbieri S.","Sci Rep. 2022 Feb 2;12(1):1762. doi: 10.1038/s41598-022-05725-7.","Liu J","Sci Rep","2022","2022/02/03","PMC8810991","","10.1038/s41598-022-05725-7"
"35006495","Deep learning prediction of sex on chest radiographs: a potential contributor to biased algorithms","Li D, Lin CT, Sulam J, Yi PH.","Emerg Radiol. 2022 Apr;29(2):365-370. doi: 10.1007/s10140-022-02019-3. Epub 2022 Jan 10.","Li D","Emerg Radiol","2022","2022/01/10","","","10.1007/s10140-022-02019-3"
"34990477","Attention based automated radiology report generation using CNN and LSTM","Sirshar M, Paracha MFK, Akram MU, Alghamdi NS, Zaidi SZY, Fatima T.","PLoS One. 2022 Jan 6;17(1):e0262209. doi: 10.1371/journal.pone.0262209. eCollection 2022.","Sirshar M","PLoS One","2022","2022/01/06","PMC8736265","","10.1371/journal.pone.0262209"
"34876430","Do comprehensive deep learning algorithms suffer from hidden stratification? A retrospective study on pneumothorax detection in chest radiography","Seah J, Tang C, Buchlak QD, Milne MR, Holt X, Ahmad H, Lambert J, Esmaili N, Oakden-Rayner L, Brotchie P, Jones CM.","BMJ Open. 2021 Dec 7;11(12):e053024. doi: 10.1136/bmjopen-2021-053024.","Seah J","BMJ Open","2021","2021/12/08","PMC8655590","","10.1136/bmjopen-2021-053024"
"34843509","Encoder-decoder models for chest X-ray report generation perform no better than unconditioned baselines","Babar Z, van Laarhoven T, Marchiori E.","PLoS One. 2021 Nov 29;16(11):e0259639. doi: 10.1371/journal.pone.0259639. eCollection 2021.","Babar Z","PLoS One","2021","2021/11/29","PMC8629217","","10.1371/journal.pone.0259639"
"34786299","Artificial Intelligence Applied to Chest X-Ray Images for the Automatic Detection of COVID-19. A Thoughtful Evaluation Approach","Arias-Londono JD, Gomez-Garcia JA, Moro-Velazquez L, Godino-Llorente JI.","IEEE Access. 2020 Dec 14;8:226811-226827. doi: 10.1109/ACCESS.2020.3044858. eCollection 2020.","Arias-Londono JD","IEEE Access","2020","2021/11/17","PMC8545248","","10.1109/ACCESS.2020.3044858"
"34766174","Using Causal Analysis for Conceptual Deep Learning Explanation","Singla S, Wallace S, Triantafillou S, Batmanghelich K.","Med Image Comput Comput Assist Interv. 2021;12903:519-528. doi: 10.1007/978-3-030-87199-4_49. Epub 2021 Sep 21.","Singla S","Med Image Comput Comput Assist Interv","2021","2021/11/12","PMC8579822","NIHMS1727364","10.1007/978-3-030-87199-4_49"
"34711836","CLiP, catheter and line position dataset","Tang JSN, Seah JCY, Zia A, Gajera J, Schlegel RN, Wong AJN, Gai D, Su S, Bose T, Kok ML, Jarema A, Harisis GN, Cheng CT, Kavnoudias H, Wang W, Stein A, Shih G, Gaillard F, Dixon A, Law M.","Sci Data. 2021 Oct 28;8(1):285. doi: 10.1038/s41597-021-01066-8.","Tang JSN","Sci Data","2021","2021/10/29","PMC8553862","","10.1038/s41597-021-01066-8"
"34600486","The reporting quality of natural language processing studies: systematic review of studies of radiology reports","Davidson EM, Poon MTC, Casey A, Grivas A, Duma D, Dong H, Suárez-Paniagua V, Grover C, Tobin R, Whalley H, Wu H, Alex B, Whiteley W.","BMC Med Imaging. 2021 Oct 2;21(1):142. doi: 10.1186/s12880-021-00671-8.","Davidson EM","BMC Med Imaging","2021","2021/10/03","PMC8487512","","10.1186/s12880-021-00671-8"
"34495856","Contrastive Cross-Modal Pre-Training: A General Strategy for Small Sample Medical Imaging","Liang G, Greenwell C, Zhang Y, Xing X, Wang X, Kavuluru R, Jacobs N.","IEEE J Biomed Health Inform. 2022 Apr;26(4):1640-1649. doi: 10.1109/JBHI.2021.3110805. Epub 2022 Apr 14.","Liang G","IEEE J Biomed Health Inform","2022","2021/09/08","PMC9242687","NIHMS1798544","10.1109/JBHI.2021.3110805"
"34350406","Detection and Semiquantitative Analysis of Cardiomegaly, Pneumothorax, and Pleural Effusion on Chest Radiographs","Zhou L, Yin X, Zhang T, Feng Y, Zhao Y, Jin M, Peng M, Xing C, Li F, Wang Z, Wei G, Jia X, Liu Y, Wu X, Lu L.","Radiol Artif Intell. 2021 May 19;3(4):e200172. doi: 10.1148/ryai.2021200172. eCollection 2021 Jul.","Zhou L","Radiol Artif Intell","2021","2021/08/05","PMC8328111","","10.1148/ryai.2021200172"
"34300498","Graph-Based Deep Learning for Medical Diagnosis and Analysis: Past, Present and Future","Ahmedt-Aristizabal D, Armin MA, Denman S, Fookes C, Petersson L.","Sensors (Basel). 2021 Jul 12;21(14):4758. doi: 10.3390/s21144758.","Ahmedt-Aristizabal D","Sensors (Basel)","2021","2021/07/24","PMC8309939","","10.3390/s21144758"
