PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33265281","Game Theoretic Approach for Systematic Feature Selection; Application in False Alarm Detection in Intensive Care Units","Afghah F, Razi A, Soroushmehr R, Ghanbari H, Najarian K.","Entropy (Basel). 2018 Mar 12;20(3):190. doi: 10.3390/e20030190.","Afghah F","Entropy (Basel)","2018","2020/12/03","PMC7512707","","10.3390/e20030190"
"33244078","Towards better heartbeat segmentation with deep learning classification","Silva P, Luz E, Silva G, Moreira G, Wanner E, Vidal F, Menotti D.","Sci Rep. 2020 Nov 26;10(1):20701. doi: 10.1038/s41598-020-77745-0.","Silva P","Sci Rep","2020","2020/11/27","PMC7692498","","10.1038/s41598-020-77745-0"
"33218084","Vital Signs Prediction and Early Warning Score Calculation Based on Continuous Monitoring of Hospitalised Patients Using Wearable Technology","Youssef Ali Amer A, Wouters F, Vranken J, de Korte-de Boer D, Smit-Fun V, Duflot P, Beaupain MH, Vandervoort P, Luca S, Aerts JM, Vanrumste B.","Sensors (Basel). 2020 Nov 18;20(22):6593. doi: 10.3390/s20226593.","Youssef Ali Amer A","Sensors (Basel)","2020","2020/11/21","PMC7698871","","10.3390/s20226593"
"33116150","Non-contact vital-sign monitoring of patients undergoing haemodialysis treatment","Villarroel M, Jorge J, Meredith D, Sutherland S, Pugh C, Tarassenko L.","Sci Rep. 2020 Oct 28;10(1):18529. doi: 10.1038/s41598-020-75152-z.","Villarroel M","Sci Rep","2020","2020/10/29","PMC7595175","","10.1038/s41598-020-75152-z"
"32895135","[Comparison of four scoring systems for predicting ICU mortality in patients with sepsis]","Hu C, Hu B, Li Z, Yang X, Song H, Li J.","Nan Fang Yi Ke Da Xue Xue Bao. 2020 Apr 30;40(4):513-518. doi: 10.12122/j.issn.1673-4254.2020.04.10.","Hu C","Nan Fang Yi Ke Da Xue Xue Bao","2020","2020/09/08","PMC7225101","","10.12122/j.issn.1673-4254.2020.04.10"
"32793768","Ontology-driven weak supervision for clinical entity classification in electronic health records","Fries JA, Steinberg E, Khattar S, Fleming SL, Posada J, Callahan A, Shah NH.","ArXiv. 2020 Aug 5:arXiv:2008.01972v2. Preprint.","Fries JA","ArXiv","2020","2020/08/15","PMC7418750","",""
"32706670","Reinforcement Learning for Clinical Decision Support in Critical Care: Comprehensive Review","Liu S, See KC, Ngiam KY, Celi LA, Sun X, Feng M.","J Med Internet Res. 2020 Jul 20;22(7):e18477. doi: 10.2196/18477.","Liu S","J Med Internet Res","2020","2020/07/25","PMC7400046","","10.2196/18477"
"32577627","A Novel Temporal Similarity Measure for Patients Based on Irregularly Measured Data in Electronic Health Records","Sha Y, Venugopalan J, Wang MD.","ACM BCB. 2016 Oct;2016:337-344. doi: 10.1145/2975167.2975202.","Sha Y","ACM BCB","2016","2020/06/25","PMC7310718","NIHMS1595381","10.1145/2975167.2975202"
"32481411","A bibliometric analysis and visualization of medical data mining research","Hu Y, Yu Z, Cheng X, Luo Y, Wen C.","Medicine (Baltimore). 2020 May 29;99(22):e20338. doi: 10.1097/MD.0000000000020338.","Hu Y","Medicine (Baltimore)","2020","2020/06/03","PMC7748217","","10.1097/MD.0000000000020338"
"32426737","Estimation and Tracking of Blood Pressure Using Routinely Acquired Photoplethysmographic Signals and Deep Neural Networks","Schlesinger O, Vigderhouse N, Moshe Y, Eytan D.","Crit Care Explor. 2020 Apr 29;2(4):e0095. doi: 10.1097/CCE.0000000000000095. eCollection 2020 Apr.","Schlesinger O","Crit Care Explor","2020","2020/05/20","PMC7188414","","10.1097/CCE.0000000000000095"
"32399293","A Predictive Model for Acute Respiratory Distress Syndrome Mortality Using Red Cell Distribution Width","Alkhatib A, Price LL, Esteitie R, LaCamera P.","Crit Care Res Pract. 2020 Jan 4;2020:3832683. doi: 10.1155/2020/3832683. eCollection 2020.","Alkhatib A","Crit Care Res Pract","2020","2020/05/14","PMC7199590","","10.1155/2020/3832683"
"32166294","Do Hyponatremia or Its Underlying Mechanisms Associate With Mortality Risk in Observational Data?","Danziger J, Lee J, Mark RG, Celi LA, Mukamal KJ.","Crit Care Explor. 2020 Jan 29;2(1):e0074. doi: 10.1097/CCE.0000000000000074. eCollection 2020 Jan.","Danziger J","Crit Care Explor","2020","2020/03/14","PMC7063901","","10.1097/CCE.0000000000000074"
"32086994","Brief introduction of medical database and data mining technology in big data era","Yang J, Li Y, Liu Q, Li L, Feng A, Wang T, Zheng S, Xu A, Lyu J.","J Evid Based Med. 2020 Feb;13(1):57-69. doi: 10.1111/jebm.12373. Epub 2020 Feb 22.","Yang J","J Evid Based Med","2020","2020/02/23","PMC7065247","","10.1111/jebm.12373"
"32071251","Expert-augmented machine learning","Gennatas ED, Friedman JH, Ungar LH, Pirracchio R, Eaton E, Reichmann LG, Interian Y, Luna JM, Simone CB 2nd, Auerbach A, Delgado E, van der Laan MJ, Solberg TD, Valdes G.","Proc Natl Acad Sci U S A. 2020 Mar 3;117(9):4571-4577. doi: 10.1073/pnas.1906831117. Epub 2020 Feb 18.","Gennatas ED","Proc Natl Acad Sci U S A","2020","2020/02/20","PMC7060733","","10.1073/pnas.1906831117"
"32025651","Learning unsupervised contextual representations for medical synonym discovery","Schumacher E, Dredze M.","JAMIA Open. 2019 Nov 4;2(4):538-546. doi: 10.1093/jamiaopen/ooz057. eCollection 2019 Dec.","Schumacher E","JAMIA Open","2019","2020/02/07","PMC6994012","","10.1093/jamiaopen/ooz057"
"31984360","Annotating and detecting phenotypic information for chronic obstructive pulmonary disease","Ju M, Short AD, Thompson P, Bakerly ND, Gkoutos GV, Tsaprouni L, Ananiadou S.","JAMIA Open. 2019 Apr 26;2(2):261-271. doi: 10.1093/jamiaopen/ooz009. eCollection 2019 Jul.","Ju M","JAMIA Open","2019","2020/01/28","PMC6951876","","10.1093/jamiaopen/ooz009"
"31781289","A Cascaded Convolutional Neural Network for Assessing Signal Quality of Dynamic ECG","Zhang Q, Fu L, Gu L.","Comput Math Methods Med. 2019 Oct 20;2019:7095137. doi: 10.1155/2019/7095137. eCollection 2019.","Zhang Q","Comput Math Methods Med","2019","2019/11/30","PMC6855083","","10.1155/2019/7095137"
"31671921","Multiple Physiological Signals Fusion Techniques for Improving Heartbeat Detection: A Review","Tejedor J, García CA, Márquez DG, Raya R, Otero A.","Sensors (Basel). 2019 Oct 29;19(21):4708. doi: 10.3390/s19214708.","Tejedor J","Sensors (Basel)","2019","2019/11/02","PMC6864881","","10.3390/s19214708"
"31668744","Preoperative Blood Pressure Complexity Indices as a Marker for Frailty in Patients Undergoing Cardiac Surgery","Rangasamy V, Henriques TS, Xu X, Subramaniam B.","J Cardiothorac Vasc Anesth. 2020 Mar;34(3):616-621. doi: 10.1053/j.jvca.2019.09.035. Epub 2019 Sep 30.","Rangasamy V","J Cardiothorac Vasc Anesth","2020","2019/11/01","PMC6986993","NIHMS1543568","10.1053/j.jvca.2019.09.035"
"31641162","LiSep LSTM: A Machine Learning Algorithm for Early Detection of Septic Shock","Fagerström J, Bång M, Wilhelms D, Chew MS.","Sci Rep. 2019 Oct 22;9(1):15132. doi: 10.1038/s41598-019-51219-4.","Fagerström J","Sci Rep","2019","2019/10/24","PMC6805937","","10.1038/s41598-019-51219-4"
"31631631","[Construction of multi-parameter emergency database and preliminary application research]","Wang J, Liu T, Sun Y, Li P, Zhao Y, Zhang Z, Xue W, Li T, Cao D.","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2019 Oct 25;36(5):818-826. doi: 10.7507/1001-5515.201809032.","Wang J","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi","2019","2019/10/22","PMC9935142","","10.7507/1001-5515.201809032"
"31603902","The Univariate Flagging Algorithm (UFA): An interpretable approach for predictive modeling","Sheth M, Gerovitch A, Welsch R, Markuzon N.","PLoS One. 2019 Oct 11;14(10):e0223161. doi: 10.1371/journal.pone.0223161. eCollection 2019.","Sheth M","PLoS One","2019","2019/10/12","PMC6788700","","10.1371/journal.pone.0223161"
"31566067","Nocturnal Mean Arterial Pressure Rising Is Associated With Mortality in the Intensive Care Unit: A Retrospective Cohort Study","Li J, Li R, Gao Y, Zhang J, Zhao Y, Zhang X, Wang G.","J Am Heart Assoc. 2019 Oct;8(19):e012388. doi: 10.1161/JAHA.119.012388. Epub 2019 Sep 28.","Li J","J Am Heart Assoc","2019","2019/10/01","PMC6806033","","10.1161/JAHA.119.012388"
"31562516","Cohort selection for clinical trials: n2c2 2018 shared task track 1","Stubbs A, Filannino M, Soysal E, Henry S, Uzuner Ö.","J Am Med Inform Assoc. 2019 Nov 1;26(11):1163-1171. doi: 10.1093/jamia/ocz163.","Stubbs A","J Am Med Inform Assoc","2019","2019/09/29","PMC6798568","","10.1093/jamia/ocz163"
"31429338","A nomogram for predicting the risk of sepsis in patients with acute cholangitis","Liu Q, Zhou Q, Song M, Zhao F, Yang J, Feng X, Wang X, Li Y, Lyu J.","J Int Med Res. 2020 Jan;48(1):300060519866100. doi: 10.1177/0300060519866100. Epub 2019 Aug 20.","Liu Q","J Int Med Res","2020","2019/08/21","PMC7140205","","10.1177/0300060519866100"
"31388564","The use of photoplethysmography for assessing hypertension","Elgendi M, Fletcher R, Liang Y, Howard N, Lovell NH, Abbott D, Lim K, Ward R.","NPJ Digit Med. 2019 Jun 26;2:60. doi: 10.1038/s41746-019-0136-7. eCollection 2019.","Elgendi M","NPJ Digit Med","2019","2019/08/08","PMC6594942","","10.1038/s41746-019-0136-7"
"31259030","A Hybrid Normalization Method for Medical Concepts in Clinical Narrative using Semantic Matching","Luo YF, Sun W, Rumshisky A.","AMIA Jt Summits Transl Sci Proc. 2019 May 6;2019:732-740. eCollection 2019.","Luo YF","AMIA Jt Summits Transl Sci Proc","2019","2019/07/02","PMC6568138","",""
"31217702","Critical Care, Critical Data","Cosgriff CV, Celi LA, Stone DJ.","Biomed Eng Comput Biol. 2019 Jun 12;10:1179597219856564. doi: 10.1177/1179597219856564. eCollection 2019.","Cosgriff CV","Biomed Eng Comput Biol","2019","2019/06/21","PMC6563388","","10.1177/1179597219856564"
"31125104","Association of Data Integration Technologies With Intensive Care Clinician Performance: A Systematic Review and Meta-analysis","Lin YL, Trbovich P, Kolodzey L, Nickel C, Guerguerian AM.","JAMA Netw Open. 2019 May 3;2(5):e194392. doi: 10.1001/jamanetworkopen.2019.4392.","Lin YL","JAMA Netw Open","2019","2019/05/25","PMC6632132","","10.1001/jamanetworkopen.2019.4392"
"31110896","Perpetual and Virtual Patients for Cardiorespiratory Physiological Studies","Brossier D, Sauthier M, Alacoque X, Masse B, Eltaani R, Guillois B, Jouvet P.","J Pediatr Intensive Care. 2016 Sep;5(3):122-128. doi: 10.1055/s-0035-1569998. Epub 2015 Dec 15.","Brossier D","J Pediatr Intensive Care","2016","2019/05/22","PMC6512414","","10.1055/s-0035-1569998"
"31090929","The opportunities and shortcomings of using big data and national databases for sarcoma research","Lyu HG, Haider AH, Landman AB, Raut CP.","Cancer. 2019 Sep 1;125(17):2926-2934. doi: 10.1002/cncr.32118. Epub 2019 May 15.","Lyu HG","Cancer","2019","2019/05/16","PMC6690764","NIHMS1018980","10.1002/cncr.32118"
"31066711","The Adverse Drug Reactions From Patient Reports in Social Media Project: Protocol for an Evaluation Against a Gold Standard","Arnoux-Guenegou A, Girardeau Y, Chen X, Deldossi M, Aboukhamis R, Faviez C, Dahamna B, Karapetiantz P, Guillemin-Lanne S, Lillo-Le Louët A, Texier N, Burgun A, Katsahian S.","JMIR Res Protoc. 2019 May 7;8(5):e11448. doi: 10.2196/11448.","Arnoux-Guenegou A","JMIR Res Protoc","2019","2019/05/09","PMC6528435","","10.2196/11448"
"30970030","Dynamic multi-outcome prediction after injury: Applying adaptive machine learning for precision medicine in trauma","Christie SA, Conroy AS, Callcut RA, Hubbard AE, Cohen MJ.","PLoS One. 2019 Apr 10;14(4):e0213836. doi: 10.1371/journal.pone.0213836. eCollection 2019.","Christie SA","PLoS One","2019","2019/04/11","PMC6457612","","10.1371/journal.pone.0213836"
"30838163","Finding Understudied Disorders Potentially Associated with Maternal Morbidity and Mortality","Rodriguez LM, Fushman DD.","AJP Rep. 2019 Jan;9(1):e36-e43. doi: 10.1055/s-0039-1683363. Epub 2019 Mar 4.","Rodriguez LM","AJP Rep","2019","2019/03/07","PMC6398998","","10.1055/s-0039-1683363"
"30815153","Combine Factual Medical Knowledge and Distributed Word Representation to Improve Clinical Named Entity Recognition","Wu Y, Yang X, Bian J, Guo Y, Xu H, Hogan W.","AMIA Annu Symp Proc. 2018 Dec 5;2018:1110-1117. eCollection 2018.","Wu Y","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371322","",""
"30815108","Ensemble-based Methods to Improve De-identification of Electronic Health Record Narratives","Kim Y, Heider P, Meystre S.","AMIA Annu Symp Proc. 2018 Dec 5;2018:663-672. eCollection 2018.","Kim Y","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371277","",""
"30781800","Machine-Learning-Based Laboratory Developed Test for the Diagnosis of Sepsis in High-Risk Patients","Calvert J, Saber N, Hoffman J, Das R.","Diagnostics (Basel). 2019 Feb 13;9(1):20. doi: 10.3390/diagnostics9010020.","Calvert J","Diagnostics (Basel)","2019","2019/02/21","PMC6468682","","10.3390/diagnostics9010020"
"30778301","Description of Clinical Characteristics of VAP Patients in MIMIC Database","Liu Q, Yang J, Zhang J, Zhao F, Feng X, Wang X, Lyu J.","Front Pharmacol. 2019 Feb 4;10:62. doi: 10.3389/fphar.2019.00062. eCollection 2019.","Liu Q","Front Pharmacol","2019","2019/02/20","PMC6369200","","10.3389/fphar.2019.00062"
"30767136","Predicting tachycardia as a surrogate for instability in the intensive care unit","Yoon JH, Mu L, Chen L, Dubrawski A, Hravnak M, Pinsky MR, Clermont G.","J Clin Monit Comput. 2019 Dec;33(6):973-985. doi: 10.1007/s10877-019-00277-0. Epub 2019 Feb 14.","Yoon JH","J Clin Monit Comput","2019","2019/02/16","PMC6823304","","10.1007/s10877-019-00277-0"
"30679148","The Connected Intensive Care Unit Patient: Exploratory Analyses and Cohort Discovery From a Critical Care Telemedicine Database","Essay P, Shahin TB, Balkan B, Mosier J, Subbian V.","JMIR Med Inform. 2019 Jan 24;7(1):e13006. doi: 10.2196/13006.","Essay P","JMIR Med Inform","2019","2019/01/26","PMC6365875","","10.2196/13006"
"30458795","Machine learning in critical care: state-of-the-art and a sepsis case study","Vellido A, Ribas V, Morales C, Ruiz Sanmartín A, Ruiz Rodríguez JC.","Biomed Eng Online. 2018 Nov 20;17(Suppl 1):135. doi: 10.1186/s12938-018-0569-2.","Vellido A","Biomed Eng Online","2018","2018/11/22","PMC6245501","","10.1186/s12938-018-0569-2"
"30373211","Photoplethysmography and Deep Learning: Enhancing Hypertension Risk Stratification","Liang Y, Chen Z, Ward R, Elgendi M.","Biosensors (Basel). 2018 Oct 26;8(4):101. doi: 10.3390/bios8040101.","Liang Y","Biosensors (Basel)","2018","2018/10/31","PMC6316358","","10.3390/bios8040101"
"30213670","Predicting ICU readmission using grouped physiological and medication trends","Xue Y, Klabjan D, Luo Y.","Artif Intell Med. 2019 Apr;95:27-37. doi: 10.1016/j.artmed.2018.08.004. Epub 2018 Sep 10.","Xue Y","Artif Intell Med","2019","2018/09/15","PMC6474661","NIHMS1506318","10.1016/j.artmed.2018.08.004"
"30204154","The eICU Collaborative Research Database, a freely available multi-center database for critical care research","Pollard TJ, Johnson AEW, Raffa JD, Celi LA, Mark RG, Badawi O.","Sci Data. 2018 Sep 11;5:180178. doi: 10.1038/sdata.2018.178.","Pollard TJ","Sci Data","2018","2018/09/12","PMC6132188","","10.1038/sdata.2018.178"
"30180839","Data to diagnosis in global health: a 3P approach","Pathinarupothi RK, Durga P, Rangan ES.","BMC Med Inform Decis Mak. 2018 Sep 4;18(1):78. doi: 10.1186/s12911-018-0658-y.","Pathinarupothi RK","BMC Med Inform Decis Mak","2018","2018/09/06","PMC6124014","","10.1186/s12911-018-0658-y"
"30157522","Advancing the State of the Art in Clinical Natural Language Processing through Shared Tasks","Filannino M, Uzuner Ö.","Yearb Med Inform. 2018 Aug;27(1):184-192. doi: 10.1055/s-0038-1667079. Epub 2018 Aug 29.","Filannino M","Yearb Med Inform","2018","2018/08/30","PMC6115235","","10.1055/s-0038-1667079"
"29990026","Breathing Rate Estimation From the Electrocardiogram and Photoplethysmogram: A Review","Charlton PH, Birrenkott DA, Bonnici T, Pimentel MAF, Johnson AEW, Alastruey J, Tarassenko L, Watkinson PJ, Beale R, Clifton DA.","IEEE Rev Biomed Eng. 2018;11:2-20. doi: 10.1109/RBME.2017.2763681. Epub 2017 Oct 24.","Charlton PH","IEEE Rev Biomed Eng","2018","2018/07/11","PMC7612521","EMS143865","10.1109/RBME.2017.2763681"
"29882866","A Systematic Review on Healthcare Analytics: Application and Theoretical Perspective of Data Mining","Islam MS, Hasan MM, Wang X, Germack HD, Noor-E-Alam M.","Healthcare (Basel). 2018 May 23;6(2):54. doi: 10.3390/healthcare6020054.","Islam MS","Healthcare (Basel)","2018","2018/06/09","PMC6023432","","10.3390/healthcare6020054"
"29854252","Clinical Named Entity Recognition Using Deep Learning Models","Wu Y, Jiang M, Xu J, Zhi D, Xu H.","AMIA Annu Symp Proc. 2018 Apr 16;2017:1812-1819. eCollection 2017.","Wu Y","AMIA Annu Symp Proc","2018","2018/06/02","PMC5977567","",""
"29854248","Interactive Visualization and Exploration of Patient Progression in a Hospital Setting","Widanagamaachchi W, Livnat Y, Bremer PT, Duvall S, Pascucci V.","AMIA Annu Symp Proc. 2018 Apr 16;2017:1773-1782. eCollection 2017.","Widanagamaachchi W","AMIA Annu Symp Proc","2018","2018/06/02","PMC5977592","",""
"29854174","Exploiting Unlabeled Texts with Clustering-based Instance Selection for Medical Relation Classification","Kim Y, Riloff E, Meystre SM.","AMIA Annu Symp Proc. 2018 Apr 16;2017:1060-1069. eCollection 2017.","Kim Y","AMIA Annu Symp Proc","2018","2018/06/02","PMC5977715","",""
"29752973","Big Data and Data Science in Critical Care","Sanchez-Pinto LN, Luo Y, Churpek MM.","Chest. 2018 Nov;154(5):1239-1248. doi: 10.1016/j.chest.2018.04.037. Epub 2018 May 9.","Sanchez-Pinto LN","Chest","2018","2018/05/13","PMC6224705","","10.1016/j.chest.2018.04.037"
"29740183","Epidemiology of patient monitoring alarms in the neonatal intensive care unit","Li T, Matsushima M, Timpson W, Young S, Miedema D, Gupta M, Heldt T.","J Perinatol. 2018 Aug;38(8):1030-1038. doi: 10.1038/s41372-018-0095-x. Epub 2018 May 8.","Li T","J Perinatol","2018","2018/05/10","PMC6092211","NIHMS945044","10.1038/s41372-018-0095-x"
"29721786","Data-driving methods: More than merely trendy buzzwords?","Textoris J, Taccone FS, Zafrani L, Guillon A, Gibot S, Uhel F, Azabou E, Monneret G, Pène F, de Prost N, Silva S; Translational Research Committee of the French Intensive Care Society (Société de Réanimation de Langue Française, SRLF).","Ann Intensive Care. 2018 May 2;8(1):58. doi: 10.1186/s13613-018-0405-7.","Textoris J","Ann Intensive Care","2018","2018/05/04","PMC5931952","","10.1186/s13613-018-0405-7"
"29657606","Early biliary drainage is associated with favourable outcomes in critically-ill patients with acute cholangitis","Aboelsoud M, Siddique O, Morales A, Seol Y, Al-Qadi M.","Prz Gastroenterol. 2018;13(1):16-21. doi: 10.5114/pg.2018.74557. Epub 2018 Mar 26.","Aboelsoud M","Prz Gastroenterol","2018","2018/04/17","PMC5894448","","10.5114/pg.2018.74557"
"29641430","Non-Invasive Blood Pressure Estimation from ECG Using Machine Learning Techniques","Simjanoska M, Gjoreski M, Gams M, Madevska Bogdanova A.","Sensors (Basel). 2018 Apr 11;18(4):1160. doi: 10.3390/s18041160.","Simjanoska M","Sensors (Basel)","2018","2018/04/12","PMC5949031","","10.3390/s18041160"
"29602312","Clinical Natural Language Processing in languages other than English: opportunities and challenges","Névéol A, Dalianis H, Velupillai S, Savova G, Zweigenbaum P.","J Biomed Semantics. 2018 Mar 30;9(1):12. doi: 10.1186/s13326-018-0179-8.","Névéol A","J Biomed Semantics","2018","2018/04/01","PMC5877394","","10.1186/s13326-018-0179-8"
"29564751","Complexity of preoperative blood pressure dynamics: possible utility in cardiac surgical risk assessment","Henriques TS, Costa MD, Mathur P, Mathur P, Davis RB, Mittleman MA, Khabbaz KR, Goldberger AL, Subramaniam B.","J Clin Monit Comput. 2019 Feb;33(1):31-38. doi: 10.1007/s10877-018-0133-4. Epub 2018 Mar 21.","Henriques TS","J Clin Monit Comput","2019","2018/03/23","PMC6150848","NIHMS953415","10.1007/s10877-018-0133-4"
"29507812","Automated Diagnosis of Coronary Artery Disease: A Review and Workflow","Mastoi QU, Wah TY, Gopal Raj R, Iqbal U.","Cardiol Res Pract. 2018 Feb 4;2018:2016282. doi: 10.1155/2018/2016282. eCollection 2018.","Mastoi QU","Cardiol Res Pract","2018","2018/03/07","PMC5817359","","10.1155/2018/2016282"
"29479546","Potential Adverse Effects of Broad-Spectrum Antimicrobial Exposure in the Intensive Care Unit","Wiens J, Snyder GM, Finlayson S, Mahoney MV, Celi LA.","Open Forum Infect Dis. 2017 Dec 19;5(2):ofx270. doi: 10.1093/ofid/ofx270. eCollection 2018 Feb.","Wiens J","Open Forum Infect Dis","2017","2018/02/27","PMC5804637","","10.1093/ofid/ofx270"
"29162496","Clinical information extraction applications: A literature review","Wang Y, Wang L, Rastegar-Mojarad M, Moon S, Shen F, Afzal N, Liu S, Zeng Y, Mehrabi S, Sohn S, Liu H.","J Biomed Inform. 2018 Jan;77:34-49. doi: 10.1016/j.jbi.2017.11.011. Epub 2017 Nov 21.","Wang Y","J Biomed Inform","2018","2017/11/23","PMC5771858","NIHMS925554","10.1016/j.jbi.2017.11.011"
"29149864","Kinetic estimated glomerular filtration rate in critically ill patients: beyond the acute kidney injury severity classification system","de Oliveira Marques F, Oliveira SA, de Lima E Souza PF, Nojoza WG, da Silva Sena M, Ferreira TM, Costa BG, Libório AB.","Crit Care. 2017 Nov 18;21(1):280. doi: 10.1186/s13054-017-1873-0.","de Oliveira Marques F","Crit Care","2017","2017/11/19","PMC5694169","","10.1186/s13054-017-1873-0"
"29071165","Federated Tensor Factorization for Computational Phenotyping","Kim Y, Sun J, Yu H, Jiang X.","KDD. 2017 Aug;2017:887-895. doi: 10.1145/3097983.3098118.","Kim Y","KDD","2017","2017/10/27","PMC5652331","NIHMS880922","10.1145/3097983.3098118"
"29060424","Combination of static and temporal data analysis to predict mortality and readmission in the intensive care","Venugopalan J, Chanani N, Maher K, Wang MD.","Annu Int Conf IEEE Eng Med Biol Soc. 2017 Jul;2017:2570-2573. doi: 10.1109/EMBC.2017.8037382.","Venugopalan J","Annu Int Conf IEEE Eng Med Biol Soc","2017","2017/10/25","PMC7370856","NIHMS1595886","10.1109/EMBC.2017.8037382"
"28989936","Closing the Data Loop: An Integrated Open Access Analysis Platform for the MIMIC Database","Adibuzzaman M, Musselman K, Johnson A, Brown P, Pitluk Z, Grama A.","Comput Cardiol (2010). 2016 Sep;43:137-140. doi: 10.23919/CIC.2016.7868698. Epub 2017 Mar 2.","Adibuzzaman M","Comput Cardiol (2010)","2016","2017/10/10","PMC5630151","NIHMS864085","10.23919/CIC.2016.7868698"
"28936436","Prognostic value of admission red blood cell distribution width in acute pancreatitis: a systematic review","Goyal H, Awad H, Hu ZD.","Ann Transl Med. 2017 Sep;5(17):342. doi: 10.21037/atm.2017.06.61.","Goyal H","Ann Transl Med","2017","2017/09/23","PMC5599272","","10.21037/atm.2017.06.61"
"28828713","Efficacy of standard dose unfractionated heparin for venous thromboembolism prophylaxis in morbidly obese and non-morbidly obese critically Ill patients","Lee YR, Blanco DD.","J Thromb Thrombolysis. 2017 Oct;44(3):386-391. doi: 10.1007/s11239-017-1535-8.","Lee YR","J Thromb Thrombolysis","2017","2017/08/23","","","10.1007/s11239-017-1535-8"
"28791144","Machine learning landscapes and predictions for patient outcomes","Das R, Wales DJ.","R Soc Open Sci. 2017 Jul 26;4(7):170175. doi: 10.1098/rsos.170175. eCollection 2017 Jul.","Das R","R Soc Open Sci","2017","2017/08/10","PMC5541539","","10.1098/rsos.170175"
"28752472","Technical challenges related to implementation of a formula one real time data acquisition and analysis system in a paediatric intensive care unit","Matam BR, Duncan H.","J Clin Monit Comput. 2018 Jun;32(3):559-569. doi: 10.1007/s10877-017-0047-6. Epub 2017 Jul 27.","Matam BR","J Clin Monit Comput","2018","2017/07/29","PMC5943383","","10.1007/s10877-017-0047-6"
"28649676","Embedding Open-domain Common-sense Knowledge from Text","Goodwin T, Harabagiu S.","LREC Int Conf Lang Resour Eval. 2016 May;2016:4621-4628.","Goodwin T","LREC Int Conf Lang Resour Eval","2016","2017/06/27","PMC5480211","NIHMS864921",""
"28642673","WaveformECG: A Platform for Visualizing, Annotating, and Analyzing ECG Data","Winslow RL, Granite S, Jurado C.","Comput Sci Eng. 2016 Sep-Oct;18(5):36-46. doi: 10.1109/MCSE.2016.91. Epub 2016 Aug 24.","Winslow RL","Comput Sci Eng","2016","2017/06/24","PMC5476937","NIHMS864757","10.1109/MCSE.2016.91"
"28630952","Estimating Patient's Health State Using Latent Structure Inferred from Clinical Time Series and Text","Zalewski A, Long W, Johnson AEW, Mark RG, Lehman LH.","IEEE EMBS Int Conf Biomed Health Inform. 2017 Feb;2017:449-452. doi: 10.1109/BHI.2017.7897302. Epub 2017 Apr 13.","Zalewski A","IEEE EMBS Int Conf Biomed Health Inform","2017","2017/06/21","PMC5473944","NIHMS867206","10.1109/BHI.2017.7897302"
"28630951","Phenotyping Hypotensive Patients in Critical Care Using Hospital Discharge Summaries","Dai Y, Lokhandwala S, Long W, Mark R, Lehman LH.","IEEE EMBS Int Conf Biomed Health Inform. 2017 Feb;2017:401-404. doi: 10.1109/BHI.2017.7897290. Epub 2017 Apr 13.","Dai Y","IEEE EMBS Int Conf Biomed Health Inform","2017","2017/06/21","PMC5473943","NIHMS867204","10.1109/BHI.2017.7897290"
"28624644","Psychiatric symptom recognition without labeled data using distributional representations of phrases and on-line knowledge","Zhang Y, Zhang O, Wu Y, Lee HJ, Xu J, Xu H, Roberts K.","J Biomed Inform. 2017 Nov;75S:S129-S137. doi: 10.1016/j.jbi.2017.06.014. Epub 2017 Jun 15.","Zhang Y","J Biomed Inform","2017","2017/06/19","PMC5705397","NIHMS890851","10.1016/j.jbi.2017.06.014"
"28602904","A hybrid approach to automatic de-identification of psychiatric notes","Lee HJ, Wu Y, Zhang Y, Xu J, Xu H, Roberts K.","J Biomed Inform. 2017 Nov;75S:S19-S27. doi: 10.1016/j.jbi.2017.06.006. Epub 2017 Jun 7.","Lee HJ","J Biomed Inform","2017","2017/06/13","PMC5705430","NIHMS885677","10.1016/j.jbi.2017.06.006"
"28576748","Automatic recognition of symptom severity from psychiatric evaluation records","Goodwin TR, Maldonado R, Harabagiu SM.","J Biomed Inform. 2017 Nov;75S:S71-S84. doi: 10.1016/j.jbi.2017.05.020. Epub 2017 May 30.","Goodwin TR","J Biomed Inform","2017","2017/06/04","PMC5705296","NIHMS902615","10.1016/j.jbi.2017.05.020"
"28490564","Association between serum osmolarity and mortality in patients who are critically ill: a retrospective cohort study","Shen Y, Cheng X, Ying M, Chang HT, Zhang W.","BMJ Open. 2017 May 9;7(5):e015729. doi: 10.1136/bmjopen-2016-015729.","Shen Y","BMJ Open","2017","2017/05/12","PMC5623375","","10.1136/bmjopen-2016-015729"
