Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Journal Issue,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Collective Author 1
underweight but not overweight is associated with excess mortality in septic icu patients,16,09,2021,Wiener klinische Wochenschrift,134,1613-7671,Thomas,Danninger,"Department of Anaesthesiology, Perioperative Medicine and Intensive Care Medicine, Paracelsus Medical University of Salzburg, Salzburg, Austria.",Richard,Rezar,"Department of Cardiology, Intensive Care Medicine & Emergency Department, Paracelsus Medical University of Salzburg, 5020, Salzburg, Austria. r.rezar@salk.at.",Behrooz,Mamandipoor,"Fondazione Bruno Kessler Research Institute, Trento, Italy.",Daniel,Dankl,"Department of Anaesthesiology, Perioperative Medicine and Intensive Care Medicine, Paracelsus Medical University of Salzburg, Salzburg, Austria.",3-4,Andreas,Koköfer,"Department of Anaesthesiology, Perioperative Medicine and Intensive Care Medicine, Paracelsus Medical University of Salzburg, Salzburg, Austria.",Christian,Jung,"Medical Faculty, Division of Cardiology, Pulmonology and Vascular Medicine, University Hospital Düsseldorf, Heinrich-Heine-University Düsseldorf, Düsseldorf, Germany.",Bernhard,Wernly,"Department of Anaesthesiology, Perioperative Medicine and Intensive Care Medicine, Paracelsus Medical University of Salzburg, Salzburg, Austria.",Venet,Osmani,"Fondazione Bruno Kessler Research Institute, Trento, Italy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development and external verification of a nomogram for patients with persistent acute kidney injury in the intensive care unit,29,08,2021,International journal of general medicine,14,1178-7074,Chao,Ding,"Department of Hematology, Suining Central Hospital, An Affiliated Hospital of Chongqing Medical University, Suining, Sichuan Province, People's Republic of China.",Tianyang,Hu,"Department of Cardiology, The Second Affiliated Hospital of Chongqing Medical University, Chongqing, People's Republic of China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
utilizing machine learning to improve clinical trial design for acute respiratory distress syndrome,09,09,2021,NPJ digital medicine,4,2398-6352,E,Schwager,"Philips Research North America, Cambridge, MA, USA.",K,Jansson,"Research & Development, Pharmaceuticals, Bayer AG, Wuppertal, Germany.",A,Rahman,"Philips Research North America, Cambridge, MA, USA.",S,Schiffer,"Research & Development, Pharmaceuticals, Bayer AG, Wuppertal, Germany.",1,Y,Chang,"Philips Research North America, Cambridge, MA, USA.",G,Boverman,"Philips Research North America, Cambridge, MA, USA.",B,Gross,"Philips Research North America, Cambridge, MA, USA.",M,Xu-Wilson,"Philips Research North America, Cambridge, MA, USA.",P,Boehme,"Research & Development, Pharmaceuticals, Bayer AG, Wuppertal, Germany.",H,Truebel,"Research & Development, Pharmaceuticals, Bayer AG, Wuppertal, Germany. Hubert.truebel@uni-wh.de.",J J,Frassica,"Philips Research North America, Cambridge, MA, USA. Joe.frassica@philips.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
identification of distinct clinical phenotypes of acute respiratory distress syndrome with differential responses to treatment,30,08,2021,"Critical care (London, England)",25,1466-609X,Xiaowei,Liu,"Department of Critical Care Medicine, First Affiliated Hospital of Harbin Medical University, 23 Postal Street, Nangang District, Harbin, 150001, Heilongjiang, China.",Yusheng,Jiang,"LinkDoc AI Lab, LinkDoc Technology, Floor 11, Sinosteel Plaza, 8 Haidian Street, Haidian District, Beijing, 100080, China.",Xiaonan,Jia,"Department of Critical Care Medicine, First Affiliated Hospital of Harbin Medical University, 23 Postal Street, Nangang District, Harbin, 150001, Heilongjiang, China.",Xiaohui,Ma,"Department of Critical Care Medicine, First Affiliated Hospital of Harbin Medical University, 23 Postal Street, Nangang District, Harbin, 150001, Heilongjiang, China.",1,Ci,Han,"Department of Critical Care Medicine, First Affiliated Hospital of Harbin Medical University, 23 Postal Street, Nangang District, Harbin, 150001, Heilongjiang, China.",Nana,Guo,"Department of Critical Care Medicine, Harbin Medical University Cancer Hospital, 150 Haping Road, Nangang District, Harbin, 150081, Heilongjiang, China.",Yahui,Peng,"Department of Critical Care Medicine, First Affiliated Hospital of Harbin Medical University, 23 Postal Street, Nangang District, Harbin, 150001, Heilongjiang, China.",Haitao,Liu,"Department of Critical Care Medicine, Harbin Medical University Cancer Hospital, 150 Haping Road, Nangang District, Harbin, 150081, Heilongjiang, China.",Yingnan,Ju,"Department of Critical Care Medicine, Harbin Medical University Cancer Hospital, 150 Haping Road, Nangang District, Harbin, 150081, Heilongjiang, China.",Xiangfeng,Luo,"LinkDoc AI Lab, LinkDoc Technology, Floor 11, Sinosteel Plaza, 8 Haidian Street, Haidian District, Beijing, 100080, China.",Xueting,Li,"Department of Critical Care Medicine, Harbin Medical University Cancer Hospital, 150 Haping Road, Nangang District, Harbin, 150081, Heilongjiang, China.",Yue,Bu,"Department of Critical Care Medicine, First Affiliated Hospital of Harbin Medical University, 23 Postal Street, Nangang District, Harbin, 150001, Heilongjiang, China.",Jin,Zhang,"Department of Critical Care Medicine, First Affiliated Hospital of Harbin Medical University, 23 Postal Street, Nangang District, Harbin, 150001, Heilongjiang, China.",Yansong,Liu,"Department of Critical Care Medicine, First Affiliated Hospital of Harbin Medical University, 23 Postal Street, Nangang District, Harbin, 150001, Heilongjiang, China.",Yan,Gao,"Department of Critical Care Medicine, Forth Affiliated Hospital of Harbin Medical University, 37 Yiyuan Street, Nangang District, Harbin, 150001, Heilongjiang, China.",Mingyan,Zhao,"Department of Critical Care Medicine, First Affiliated Hospital of Harbin Medical University, 23 Postal Street, Nangang District, Harbin, 150001, Heilongjiang, China.",Hongliang,Wang,"Department of Critical Care Medicine, Second Affiliated Hospital of Harbin Medical University, 246 Xuefu Road, Nangang District, Harbin, 150001, Heilongjiang, China.",Ligang,Luo,"LinkDoc AI Lab, LinkDoc Technology, Floor 11, Sinosteel Plaza, 8 Haidian Street, Haidian District, Beijing, 100080, China.",Kaijiang,Yu,"Department of Critical Care Medicine, First Affiliated Hospital of Harbin Medical University, 23 Postal Street, Nangang District, Harbin, 150001, Heilongjiang, China. drkaijiang@163.com.",Changsong,Wang,"Department of Critical Care Medicine, Harbin Medical University Cancer Hospital, 150 Haping Road, Nangang District, Harbin, 150081, Heilongjiang, China. changsongwangicu@163.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
more generalizable models for sepsis detection under covariate shift,17,05,2021,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,2021,2153-4063,Jifan,Gao,"University of Wisconsin, School of Medicine and Public Health.",Philip L,Mar,"Saint Louis University, School of Medicine.",Guanhua,Chen,"University of Wisconsin, School of Medicine and Public Health.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the role of machine learning in clinical research: transforming the future of evidence generation,16,08,2021,Trials,22,1745-6215,E Hope,Weissler,"Duke Clinical Research Institute, Duke University School of Medicine, Box 2834, Durham, NC, 27701, USA. Hope.weissler@duke.edu.",Tristan,Naumann,"Microsoft Research, Cambridge, MA, USA.",Tomas,Andersson,"AstraZeneca, Gothenburg, Sweden.",Rajesh,Ranganath,"Courant Institute of Mathematical Science, New York University, New York, NY, USA.",1,Olivier,Elemento,"Englander Institute for Precision Medicine, Weill Cornell Medical College, New York, NY, USA.",Yuan,Luo,"Northwestern University Clinical and Translational Sciences Institute, Northwestern University, Chicago, IL, USA.",Daniel F,Freitag,"Division Pharmaceuticals, Open Innovation and Digital Technologies, Bayer AG, Wuppertal, Germany.",James,Benoit,"University of Alberta, Edmonton, Alberta, Canada.",Michael C,Hughes,"Department of Computer Science, Tufts University, Medford, MA, USA.",Faisal,Khan,"AstraZeneca, Gothenburg, Sweden.",Paul,Slater,"Billion Minds, Inc., Seattle, WA, USA.",Khader,Shameer,"AstraZeneca, Gothenburg, Sweden.",Matthew,Roe,"Verana Health, San Francisco, CA, USA.",Emmette,Hutchison,"AstraZeneca, Gothenburg, Sweden.",Scott H,Kollins,"Duke Clinical Research Institute, Duke University School of Medicine, Box 2834, Durham, NC, 27701, USA.",Uli,Broedl,"Boehringer-Ingelheim, Burlington, Canada.",Zhaoling,Meng,"Sanofi, Cambridge, MA, USA.",Jennifer L,Wong,"Sanofi, Washington, DC, USA.",Lesley,Curtis,"Duke Clinical Research Institute, Duke University School of Medicine, Box 2834, Durham, NC, 27701, USA.",Erich,Huang,"Duke Clinical Research Institute, Duke University School of Medicine, Box 2834, Durham, NC, 27701, USA.",Marzyeh,Ghassemi,"Vector Institute, University of Toronto, Toronto, Ontario, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,
development and validation of a novel blending machine learning model for hospital mortality prediction in icu patients with sepsis,16,08,2021,BioData mining,14,1756-0381,Zhixuan,Zeng,"Department of Emergency Medicine, Second Xiangya Hospital, Central South University, No.139, Middle Renmin Road, Changsha, 410011, Hunan Province, China.",Shuo,Yao,"Department of Emergency Medicine, Second Xiangya Hospital, Central South University, No.139, Middle Renmin Road, Changsha, 410011, Hunan Province, China.",Jianfei,Zheng,"Department of Emergency Medicine, Second Xiangya Hospital, Central South University, No.139, Middle Renmin Road, Changsha, 410011, Hunan Province, China.",Xun,Gong,"Department of Emergency Medicine, Second Xiangya Hospital, Central South University, No.139, Middle Renmin Road, Changsha, 410011, Hunan Province, China. gongxun1246@csu.edu.cn.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the role of glucocorticoids in the treatment of ards: a multicenter retrospective study based on the eicu collaborative research database,26,07,2021,Frontiers in medicine,8,2296-858X,Luming,Zhang,"Intensive Care Unit, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Zichen,Wang,"Department of Public Health, University of California, Irvine, Irvine, CA, United States.",Fengshuo,Xu,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Yinlong,Ren,"Intensive Care Unit, The First Affiliated Hospital of Jinan University, Guangzhou, China.",,Hao,Wang,"Department of Statistics, Iowa State University, Ames, IA, United States.",Didi,Han,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Jun,Lyu,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Haiyan,Yin,"Intensive Care Unit, The First Affiliated Hospital of Jinan University, Guangzhou, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"data mining in clinical big data: the frequently used databases, steps, and methodological models",11,08,2021,Military Medical Research,8,2054-9369,Wen-Tao,Wu,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Tianhe District, 613 W. Huangpu Avenue, Guangzhou, 510632, Guangdong, China.",Yuan-Jie,Li,"Department of Human Anatomy, Histology and Embryology, School of Basic Medical Sciences, Xi'an Jiaotong University Health Science Center, Xi'an, 710061, Shaanxi, China.",Ao-Zi,Feng,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Tianhe District, 613 W. Huangpu Avenue, Guangzhou, 510632, Guangdong, China.",Li,Li,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Tianhe District, 613 W. Huangpu Avenue, Guangzhou, 510632, Guangdong, China.",1,Tao,Huang,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Tianhe District, 613 W. Huangpu Avenue, Guangzhou, 510632, Guangdong, China.",An-Ding,Xu,"Department of Neurology, The First Affiliated Hospital of Jinan University, Tianhe District, 613 W. Huangpu Avenue, Guangzhou, 510632, Guangdong, China. tlil@jnu.edu.cn.",Jun,Lyu,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Tianhe District, 613 W. Huangpu Avenue, Guangzhou, 510632, Guangdong, China. lyujun2020@jnu.edu.cn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
improvement of apache ii score system for disease severity based on xgboost algorithm,06,08,2021,BMC medical informatics and decision making,21,1472-6947,Yan,Luo,"School of Computer Science (National Pilot Software Engineering School) , Beijing University of Posts and Telecommunications, Beijing, 100876, China.",Zhiyu,Wang,"School of Computer Science (National Pilot Software Engineering School) , Beijing University of Posts and Telecommunications, Beijing, 100876, China.",Cong,Wang,"School of Computer Science (National Pilot Software Engineering School) , Beijing University of Posts and Telecommunications, Beijing, 100876, China. wangc@bupt.edu.cn.",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship between mean vancomycin trough concentration and mortality in critically ill patients: a multicenter retrospective study,19,07,2021,Frontiers in pharmacology,12,1663-9812,Yanli,Hou,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Jiajia,Ren,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Jiamei,Li,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Xuting,Jin,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",,Ya,Gao,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Ruohan,Li,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Jingjing,Zhang,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Xiaochuang,Wang,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Xinyu,Li,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Medical University, Xi'an, China.",Gang,Wang,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dialysis adequacy predictions using a machine learning method,29,07,2021,Scientific reports,11,2045-2322,Hyung Woo,Kim,"Department of Internal Medicine, Yonsei University College of Medicine, Seoul, Republic of Korea.",Seok-Jae,Heo,"Department of Biostatistics and Computing, Yonsei University Graduate School, Seoul, Republic of Korea.",Jae Young,Kim,"Department of Internal Medicine, Yonsei University College of Medicine, Seoul, Republic of Korea.",Annie,Kim,"Department of Biostatistics and Computing, Yonsei University Graduate School, Seoul, Republic of Korea.",1,Chung-Mo,Nam,"Department of Biostatistics and Computing, Yonsei University Graduate School, Seoul, Republic of Korea. cmnam@yuhs.ac.",Beom Seok,Kim,"Department of Internal Medicine, Yonsei University College of Medicine, Seoul, Republic of Korea. docbsk@yuhs.ac.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development and validation of a score to predict mortality in icu patients with sepsis: a multicenter retrospective study,29,07,2021,Journal of translational medicine,19,1479-5876,Jie,Weng,"Department of General Practice, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Wenzhou, 325027, China.",Ruonan,Hou,"Department of General Practice, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Wenzhou, 325027, China.",Xiaoming,Zhou,"Department of General Practice, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Wenzhou, 325027, China.",Zhe,Xu,"Department of Emergency Intensive Care Unit, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Wenzhou, 325027, China.",1,Zhiliang,Zhou,"Department of General Practice, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Wenzhou, 325027, China.",Peng,Wang,"Department of General Practice, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Wenzhou, 325027, China.",Liang,Wang,"Department of Public Health, Robbins College of Health and Human Sciences, Baylor University, Waco, TX, USA.",Chan,Chen,"Department of Geriatric Medicine, The First Affiliated Hospital, Wenzhou Medical University, Wenzhou, 325000, China.",Jinyu,Wu,"Institute of Genomic Medicine, Wenzhou Medical University, Wenzhou, 325000, China. iamwujy@gmail.com.",Zhiyi,Wang,"Department of General Practice, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Wenzhou, 325027, China. wzy1063@126.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
icu-mortality in old and very old patients suffering from sepsis and septic shock,09,07,2021,Frontiers in medicine,8,2296-858X,Raphael Romano,Bruno,"Division of Cardiology, Pulmonology and Vascular Medicine, Medical Faculty, University Hospital Düsseldorf, Heinrich-Heine-University Düsseldorf, Düsseldorf, Germany.",Bernhard,Wernly,"Department of Anesthesiology, Perioperative Medicine and Intensive Care Medicine, Paracelsus Medical University of Salzburg, Salzburg, Austria.",Behrooz,Mamandipoor,"Fondazione Bruno Kessler Research Institute, Trento, Italy.",Richard,Rezar,"Center for Public Health and Healthcare Research, Paracelsus Medical University of Salzburg, Salzburg, Austria.",,Stephan,Binnebössel,"Division of Cardiology, Pulmonology and Vascular Medicine, Medical Faculty, University Hospital Düsseldorf, Heinrich-Heine-University Düsseldorf, Düsseldorf, Germany.",Philipp Heinrich,Baldia,"Division of Cardiology, Pulmonology and Vascular Medicine, Medical Faculty, University Hospital Düsseldorf, Heinrich-Heine-University Düsseldorf, Düsseldorf, Germany.",Georg,Wolff,"Division of Cardiology, Pulmonology and Vascular Medicine, Medical Faculty, University Hospital Düsseldorf, Heinrich-Heine-University Düsseldorf, Düsseldorf, Germany.",Malte,Kelm,"Division of Cardiology, Pulmonology and Vascular Medicine, Medical Faculty, University Hospital Düsseldorf, Heinrich-Heine-University Düsseldorf, Düsseldorf, Germany.",Bertrand,Guidet,"Hôpitaux de Paris, Hôpital Saint-Antoine, Service de Réanimation Médicale, Paris, France.",Dylan W,De Lange,"Department of Intensive Care Medicine, University Medical Center, University Utrecht, Utrecht, Netherlands.",Daniel,Dankl,"Department of Anesthesiology, Perioperative Medicine and Intensive Care Medicine, Paracelsus Medical University of Salzburg, Salzburg, Austria.",Andreas,Koköfer,"Department of Anesthesiology, Perioperative Medicine and Intensive Care Medicine, Paracelsus Medical University of Salzburg, Salzburg, Austria.",Thomas,Danninger,"Department of Anesthesiology, Perioperative Medicine and Intensive Care Medicine, Paracelsus Medical University of Salzburg, Salzburg, Austria.",Wojciech,Szczeklik,"Intensive Care and Perioperative Medicine Division, Jagiellonian University Medical College, Kraków, Poland.",Sviri,Sigal,"Medical Intensive Care Unit, Hadassah University Hospital, Jerusalem, Israel.",Peter Vernon,van Heerden,"General Intensive Care Unit, Hadassah University Hospital, Jerusalem, Israel.",Michael,Beil,"Medical Intensive Care Unit, Hadassah University Hospital, Jerusalem, Israel.",Jesper,Fjølner,"Department of Intensive Care, Aarhus University Hospital, Aarhus, Denmark.",Susannah,Leaver,"Research Lead Critical Care Directorate St George's Hospital, London, United Kingdom.",Hans,Flaatten,"Department of Intensive Care, Anesthesia and Surgical Services, Haukeland University Hospital Bergen, Bergen, Norway.",Venet,Osmani,"Fondazione Bruno Kessler Research Institute, Trento, Italy.",Christian,Jung,"Division of Cardiology, Pulmonology and Vascular Medicine, Medical Faculty, University Hospital Düsseldorf, Heinrich-Heine-University Düsseldorf, Düsseldorf, Germany.",,,,,,,,,,,,,,,,,,,,,,
the association between plasma osmolarity and in-hospital mortality in cardiac intensive care unit patients,02,07,2021,Frontiers in cardiovascular medicine,8,2297-055X,Guangyao,Zhai,"Beijing Anzhen Hospital, Capital Medical University, Beijing, China.",Jianlong,Wang,"Beijing Anzhen Hospital, Capital Medical University, Beijing, China.",Yuyang,Liu,"Beijing Anzhen Hospital, Capital Medical University, Beijing, China.",Yujie,Zhou,"Beijing Anzhen Hospital, Capital Medical University, Beijing, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mortality prediction for patients with acute respiratory distress syndrome based on machine learning: a population-based study,XX,05,2021,Annals of translational medicine,9,2305-5839,Bingsheng,Huang,"Medical AI Lab, School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China.",Dong,Liang,"Medical AI Lab, School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China.",Rushi,Zou,"Medical AI Lab, School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China.",Xiaxia,Yu,"School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China.",9,Guo,Dan,"School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China.",Haofan,Huang,"School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China.",Heng,Liu,"Medical Imaging Center of Guizhou Province, Department of Radiology, The Affiliated Hospital of Zunyi Medical University, Zunyi, China.",Yong,Liu,"Department of Intensive Care Unit, Shenzhen Hospital, Southern Medical University, Shenzhen, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
individualized resuscitation strategy for septic shock formalized by finite mixture modeling and dynamic treatment regimen,12,07,2021,"Critical care (London, England)",25,1466-609X,Penglin,Ma,"Department of Critical Care Medicine, Guiqian International General Hospital, Guiyang, People's Republic of China.",Jingtao,Liu,"Department of Critical Care Medicine, The 8th Medical Center of Chinese, PLA General Hospital, Beijing, 100091, People's Republic of China.",Feng,Shen,"Department of Intensive Care Unit, Guizhou Medical University Affiliated Hospital, Guiyang, People's Republic of China.",Xuelian,Liao,"Department of Critical Care Medicine, West China Hospital of Sichuan University, Chengdu, People's Republic of China.",1,Ming,Xiu,"Department of Intensive Care Unit, The First Hospital of Jilin University, Changchun, People's Republic of China.",Heling,Zhao,"Department of Critical Care Medicine, Hebei General Hospital, Shijiazhuang, People's Republic of China.",Mingyan,Zhao,"Department of Critical Care Medicine, The First Affiliated Hospital of Harbin Medical University, Harbin, People's Republic of China.",Jing,Xie,"General Intensive Care Unit Department, The First Affiliated Hospital of Fujian Medical University, Fuzhou, People's Republic of China.",Peng,Wang,"Department of Critical Care Medicine, Fu Xing Hospital, Capital Medical University, Beijing, People's Republic of China.",Man,Huang,"General Intensive Care Unit, Second Affiliated Hospital of Zhejiang University, Hangzhou, People's Republic of China.",Tong,Li,"Department of Critical Care Medicine, Beijing Tongren Hospital, Capital Medical University, Beijing, People's Republic of China.",Meili,Duan,"Department of Critical Care Medicine, Beijing Friendship Hospital, Capital Medical University, Beijing, People's Republic of China.",Kejian,Qian,"Department of Critical Care Medicine, The First Affiliated Hospital of Nanchang University, Nanchang, People's Republic of China.",Yue,Peng,"Department of Critical Care Medicine, The Third Xiangya Hospital, Central South University, Changsha, People's Republic of China.",Feihu,Zhou,"Department of Critical Care Medicine, Chinese PLA General Hospital, Beijing, People's Republic of China.",Xin,Xin,"Surgical Intensive Care Unit, Beijing Chao-Yang Hospital, Capital Medical University, Beijing, People's Republic of China.",Xianyao,Wan,"The First Affiliated Hospital of Dalian Medical University, Dalian, People's Republic of China.",ZongYu,Wang,"Department of Intensive Care, Peking University Third Hospital, Beijing, People's Republic of China.",Shusheng,Li,"Department of Emergency, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, People's Republic of China.",Jianwei,Han,"Department of Critical Care Medicine, The 8th medical Center of Chinese, PLA General Hospital, Beijing, People's Republic of China.",Zhenliang,Li,"Department of Critical Care, Beijing PingGu Hospital, Capital Medical University, Beijing, People's Republic of China.",Guolei,Ding,"Intensive Care Unit, The Hospital of Shunyi District, Beijing, People's Republic of China.",Qun,Deng,"Department of Critical Care Medicine, The 4th Medical Center of Chinese, PLA General Hospital, Beijing, People's Republic of China.",Jicheng,Zhang,"Department of Critical Care Medicine, Shandong Provincial Hospital, Affiliated to Shandong First Medical University, Jinan, People's Republic of China.",Yue,Zhu,"Department of Critical Care, Beijing Luhe Hospital, Capital Medical University, Beijing, People's Republic of China.",Wenjing,Ma,"Department of Critical Care, Beijing Miyun Hospital, Beijing, People's Republic of China.",Jingwen,Wang,"Intensive Care Unit, Beijing Changping District Hospital, Beijing, People's Republic of China.",Yan,Kang,"Department of Critical Care Medicine, West China Hospital of Sichuan University, Chengdu, People's Republic of China.",Zhongheng,Zhang,"Department of Emergency Medicine, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, 310016, People's Republic of China. zh_zhang1984@zju.edu.cn.",
